rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,beta_immuno,Group
4,203,-7.28007876946149,0,0,1.79365749978965,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
5,203,-7.26469940374216,0,0,1.84050087207423,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
6,203,-6.84312126649551,0,0,2.12061644485936,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
7,203,-7.32121924733092,0,0,1.44267041754322,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
8,203,-6.7096700362465,0,0,1.85528718695059,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
9,203,-7.35763025583142,0,0,1.77401588237963,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
10,203,-7.37761477115657,0,0,2.49738568334618,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
1,204,-6.98061600650592,0,0,1.75300622952966,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
2,204,-7.24022400795125,0,0,1.78503524058249,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
3,204,-6.710804712447,0,0,2.02049222725343,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
4,204,-6.64038483885757,0,0,2.31648690191333,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
5,204,-6.06054633411414,0,0,1.74459000040714,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
6,204,-7.24025850722427,0,0,1.35956226087681,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
7,204,-6.86061588988415,0,0,1.85476124375834,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
8,204,-6.99779499823973,0,0,2.00291537296317,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
9,204,-6.81102762134764,0,0,2.1937795335516,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
10,204,-6.82837734176511,0,0,2.02340942485703,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
1,205,-7.01670193097371,0,0,1.84937812524236,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
2,205,-7.56972769277689,0,0,1.89744736932808,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
3,205,-6.93138629473222,0,0,2.15531939255745,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
4,205,-7.21606810210393,0,0,1.95516892080613,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
5,205,-6.9996017335506,0,0,1.65876645019021,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
6,205,-7.42297991331494,0,0,1.44440555863379,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
7,205,-7.65797616900736,0,0,1.64562575782502,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
8,205,-6.87163871771329,0,0,2.48184771299845,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
9,205,-7.33474094995056,0,0,1.58956689216579,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
10,205,-6.79556087347624,0,0,2.08515534247011,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
1,206,-6.71414213520295,0,0,2.42720895977649,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
2,206,-7.23957113089325,0,0,3.45033341293782,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
3,206,-7.151299949054,0,0,2.1334007016533,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
4,206,-7.26920066859978,0,0,1.46506344989848,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
5,206,-7.92275010506036,0,0,1.9995145600559,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
6,206,-8.27825637414679,0,0,1.70646700674305,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
7,206,-7.69081861240149,0,0,1.73920735780133,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
8,206,-7.34502691531332,0,0,1.87870985809174,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
9,206,-7.0898720463676,0,0,3.09356144463671,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
10,206,-6.97165928401842,0,0,3.27767730340235,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Convalescent
1,301,-7.94645782232988,0,0,1.40846423100052,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
2,301,-7.34019910841985,0,0,2.39812016195657,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
3,301,-7.09126802645078,0,0,2.75707956586058,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
4,301,-7.94918256210092,0,0,1.38928247632762,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
5,301,-7.8040746079806,0,0,2.21090567071975,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
6,301,-7.31598965063981,0,0,2.51352730906456,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
7,301,-8.32988543007103,0,0,1.54636453144169,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
8,301,-7.4359015338895,0,0,1.80228650149798,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
9,301,-7.10592790719948,0,0,3.37269974226204,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
10,301,-7.27675460751851,0,0,2.27065048537688,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
1,302,-8.12897445560845,0,0,2.77492902060722,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
2,302,-8.5442059933732,0,0,1.83054286346036,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
3,302,-9.05874798818319,0,0,1.89386069295866,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
4,302,-7.5260072057008,0,0,1.94906068415092,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
5,302,-8.77933821504307,0,0,1.99232149333081,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
6,302,-8.70497035973198,0,0,1.98536136508862,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
7,302,-7.94459505870006,0,0,1.9402816943319,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
8,302,-8.21211076658275,0,0,2.47076441949573,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
9,302,-8.14443725731428,0,0,1.83421720787706,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
10,302,-7.61822378708178,0,0,1.98656313927566,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
1,303,-7.68409777523538,0,0,2.12223608398723,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
2,303,-8.57350125680337,0,0,1.47711373019926,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
3,303,-7.01550190396082,0,0,1.93764225483386,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
4,303,-8.23526822962121,0,0,1.61749150854248,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
5,303,-7.89839769762408,0,0,1.58570464354053,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
6,303,-7.71492935604703,0,0,2.69398797850994,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
7,303,-7.89506357395183,0,0,1.94297351719699,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
8,303,-7.78241534087673,0,0,1.80517638959145,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
9,303,-7.7594698905544,0,0,1.80392208066049,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
10,303,-7.2023726776364,0,0,1.83209567537396,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
1,304,-7.19414638453584,0,0,2.13944472358784,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
2,304,-7.45360370652709,0,0,1.61473565960073,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
3,304,-7.20836547061581,0,0,2.77534861429351,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
4,304,-7.50202309079212,0,0,1.75752723825903,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
5,304,-7.07866085774976,0,0,1.68792580043587,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
6,304,-7.15886830542335,0,0,1.99617154155571,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
7,304,-7.23885183819501,0,0,1.93245799413906,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
8,304,-7.27269088087044,0,0,1.83100722677278,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
9,304,-7.89554333112096,0,0,1.54946341063703,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
10,304,-7.40886679869646,0,0,2.27585611954725,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
1,305,-7.10850531023848,0,0,2.17507316745623,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
2,305,-7.76689173881856,0,0,2.23125859832934,3,20,3,0,0.001,7863.17743726075,-2.52321480220147,1.35250861904682,4.5,-6.7716875516815e-7,Conv-CD40
