rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,Group,groupVsnaive
5,104,-5.64296008200504,0,0,1.19443142289783,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
6,104,-5.48977907154128,0,0,1.05862618311244,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
7,104,-5.78073198691078,0,0,1.17285776483419,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
8,104,-5.47557667056282,0,0,1.31837186911812,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
9,104,-6.02259049957666,0,0,1.21474097716431,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
10,104,-6.00081185460735,0,0,1.1213632205942,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
1,105,-6.5758809019831,0,0,1.44727546830424,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
2,105,-6.62234526402824,0,0,1.11991682268059,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
3,105,-6.11491500169888,0,0,1.37681568984155,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
4,105,-6.5784057921748,0,0,1.23815880371192,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
5,105,-6.30240094700822,0,0,1.2988285108702,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
6,105,-6.21054132991689,0,0,1.33260424788232,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
7,105,-6.52358924639683,0,0,1.2318348444317,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
8,105,-6.08738471631116,0,0,1.32132491917005,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
9,105,-6.37836439162766,0,0,1.46477924855784,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
10,105,-6.18673549594518,0,0,1.10648615159365,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
1,106,-5.40689358442153,0,0,1.30264462419199,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
2,106,-5.67945919826524,0,0,1.16564814105772,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
3,106,-5.42484235978189,0,0,1.11426614107257,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
4,106,-5.90796813724989,0,0,1.37174722481115,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
5,106,-5.83498229452822,0,0,1.20600630931646,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
6,106,-5.92515654330485,0,0,1.22948382768585,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
7,106,-5.46731696508046,0,0,1.06271812056494,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
8,106,-5.33936032597996,0,0,1.13561302393973,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
9,106,-4.31503708525919,0,0,1.25615724701485,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
10,106,-5.39454850162122,0,0,1.43567371859421,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Naive,G_Naive
1,201,-6.27633298592164,0,0,2.10586540140312,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
2,201,-5.8240403623217,0,0,1.95220852130822,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
3,201,-6.1884633857233,0,0,2.31554305899973,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
4,201,-6.18857287573956,0,0,2.18871019521152,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
5,201,-6.36213093286272,0,0,1.74921702102944,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
6,201,-6.51423064439726,0,0,2.05868414265413,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
7,201,-6.10111947066948,0,0,1.86429192021205,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
8,201,-6.48153342820759,0,0,2.02619740780706,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
9,201,-5.97872229029849,0,0,2.28137279377986,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
10,201,-6.07644616187353,0,0,1.74371849713893,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
1,202,-6.06984523256626,0,0,2.70949727409235,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
2,202,-6.71216387054111,0,0,1.72131134022504,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
3,202,-6.70670254614986,0,0,1.97551719375518,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
4,202,-7.20314757878553,0,0,1.96283027177579,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
5,202,-7.24883151638789,0,0,1.82368799991003,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
6,202,-6.49706283788126,0,0,2.09420916158436,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
7,202,-7.18728460741315,0,0,1.94899485077808,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
8,202,-7.27182549802415,0,0,2.22823951353248,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
9,202,-6.84407188941269,0,0,2.89555974919542,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
10,202,-6.98650668951275,0,0,1.9951000472314,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
1,203,-6.96068281300893,0,0,2.07874954103785,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
2,203,-6.3904228374665,0,0,2.12034394927503,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
3,203,-6.59916699998468,0,0,1.8191794373798,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
4,203,-6.67808332536665,0,0,1.90369772537201,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
5,203,-6.68798414666467,0,0,2.18274973646968,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
6,203,-6.25355349484637,0,0,1.99306354357881,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
7,203,-6.65143890366166,0,0,2.1091192485188,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
8,203,-6.48420912622488,0,0,2.02530159869629,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
9,203,-6.39657163154506,0,0,2.28752763666548,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
10,203,-6.98033441478436,0,0,1.94716795324884,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
1,204,-6.89321648954426,0,0,1.96881155633168,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
2,204,-6.59852188809186,0,0,1.80052115902916,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
3,204,-7.20356772043607,0,0,1.98591967566346,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
4,204,-6.60043929417759,0,0,2.11585261354346,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
5,204,-7.11281703296508,0,0,1.84877899715857,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
6,204,-7.15506715764113,0,0,1.68419928551524,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
7,204,-6.85026441061797,0,0,1.7366791321037,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
8,204,-7.23251214079565,0,0,1.62151738328329,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
9,204,-6.83058655299013,0,0,2.29088647799665,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
10,204,-6.88853896526891,0,0,1.82609224659646,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
1,205,-7.02110067267455,0,0,1.88232829778327,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
2,205,-6.86773912179863,0,0,2.00309865735286,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
3,205,-6.48852222513604,0,0,2.25224569082132,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
4,205,-6.99602228359947,0,0,1.78719668450347,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
5,205,-6.59629198596346,0,0,2.0843562752052,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
6,205,-6.42554384700566,0,0,1.867886986434,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
7,205,-6.95453265577633,0,0,2.0297995526941,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
8,205,-6.25605471432652,0,0,2.00900600192455,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
9,205,-6.45365948293641,0,0,2.04728706603843,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
10,205,-7.03580232180625,0,0,1.76260115644534,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
1,206,-7.36857461707851,0,0,1.98484197773368,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
2,206,-6.88826671615292,0,0,2.462943997297,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
3,206,-6.89528450074523,0,0,1.88905193796414,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
4,206,-6.80722525350006,0,0,2.07335414811215,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
5,206,-6.76775876991561,0,0,2.40090207003097,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
6,206,-6.97623087479938,0,0,2.1006271558763,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
7,206,-7.1533929023542,0,0,2.14063726947433,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
8,206,-6.93922301415232,0,0,1.76793405418389,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
9,206,-7.13290929475307,0,0,2.18019029228762,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
10,206,-7.21261032946853,0,0,2.15028513885389,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Convalescent,G_conv
1,301,-6.50953237904515,0,0,7.58540559074595,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
2,301,-6.74089079997186,0,0,6.29434308965126,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
3,301,-6.55055932116722,0,0,6.4093105870248,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
4,301,-6.48515620371933,0,0,7.95063570476602,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
5,301,-6.85611497360156,0,0,7.05448640900332,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
6,301,-6.3877377755411,0,0,6.43952619382212,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
7,301,-6.29530471316293,0,0,7.38952937258785,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
8,301,-6.16600393508022,0,0,9.36625779121503,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
9,301,-6.70998580841922,0,0,5.89708349605477,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
10,301,-6.81774721268368,0,0,5.61385950625184,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
1,302,-6.96598519435568,0,0,7.81639126736273,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
2,302,-7.07151719848196,0,0,9.09230961936342,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
3,302,-7.00297244951526,0,0,5.43621723353049,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
4,302,-7.99239887338941,0,0,7.2957231258073,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
5,302,-7.4915313202144,0,0,7.19765246023328,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
6,302,-7.46228404871382,0,0,6.21728860524105,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
7,302,-7.04598543147999,0,0,7.07611440726609,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
8,302,-6.33553851857968,0,0,8.21065959259939,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
9,302,-7.47261149034923,0,0,5.8538444174978,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
10,302,-7.10112336246708,0,0,9.1705393062084,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
1,303,-6.61362479849928,0,0,6.5952818187538,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
2,303,-6.49068187975406,0,0,7.9928487990159,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
3,303,-7.00955440865381,0,0,8.09431987994978,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
4,303,-6.87242417054126,0,0,7.98668372970142,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
5,303,-6.10229439525629,0,0,6.64679559922688,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
6,303,-6.41761258812551,0,0,7.93330346848536,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
7,303,-7.04039896824471,0,0,6.25502454967777,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
8,303,-6.63359374687479,0,0,7.5840579934466,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
9,303,-6.27085216680975,0,0,6.73407014337188,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
10,303,-6.59651221553893,0,0,7.92413207115396,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
1,304,-5.58314384675384,0,0,7.9323509871945,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
2,304,-6.43732481862327,0,0,8.21901541501311,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
3,304,-6.16547693584801,0,0,7.60360627626018,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
4,304,-6.6030146979605,0,0,6.32530353295892,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
5,304,-6.65518914066571,0,0,6.61516333063999,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
6,304,-6.18793704851282,0,0,8.08945000795349,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
7,304,-6.82978202253675,0,0,6.97876930819631,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
8,304,-5.98140312645242,0,0,7.59330992468549,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
9,304,-6.83336023431642,0,0,7.37988892929523,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
10,304,-6.50152612718122,0,0,6.2024706146455,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
1,305,-6.71452585196788,0,0,7.69654436056401,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
2,305,-7.09277061860531,0,0,6.79125007316654,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
3,305,-7.37474224518293,0,0,5.82705208382488,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
4,305,-6.86611177265943,0,0,6.70882156167566,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
5,305,-6.7708350493605,0,0,7.27736374236664,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
6,305,-6.78394152552258,0,0,7.26407387212562,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
7,305,-7.06741126984063,0,0,7.68623792148084,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
8,305,-6.4156572737087,0,0,7.88380368735681,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
9,305,-6.63232677545803,0,0,8.31035698600542,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
10,305,-6.34776185584884,0,0,7.36582676068282,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
1,306,-7.09038205220766,0,0,7.5749178565001,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
2,306,-7.02423276319584,0,0,8.13758842430519,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
3,306,-6.39766747368394,0,0,7.6181744397688,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
4,306,-6.5056273902993,0,0,7.76076669121765,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
5,306,-6.25510426202469,0,0,6.89363537821483,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
6,306,-6.50438395552499,0,0,8.1046832856604,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
7,306,-7.25624223511643,0,0,5.46543507413072,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
8,306,-6.51250743872855,0,0,6.57990456058211,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
9,306,-6.44681758526242,0,0,7.07292252983972,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
10,306,-5.65773019220418,0,0,5.75323957199703,3,20,3,0,0.001,7020.49899648843,-2.53924554795717,1.33,4.5,Conv-CD40,G_convCD40
