rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,beta_immuno,Group
2,102,-5.30017845471389,0,0,1.2425090376348,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
3,102,-5.07522310218387,0,0,1.47184565627991,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
4,102,-4.75039314658238,0,0,1.47775244277281,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
5,102,-5.52565600143563,0,0,0.842540363814923,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
6,102,-4.98730023357298,0,0,1.35878052475032,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
7,102,-4.67668283662636,0,0,1.03603503929194,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
8,102,-5.13662188908559,0,0,1.20104747568978,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
9,102,-5.21638691647912,0,0,1.20141011411698,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
10,102,-5.30266709836386,0,0,1.50776502706797,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
1,103,-5.93694590343113,0,0,1.9214738154294,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
2,103,-5.82763996514795,0,0,2.33885871274776,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
3,103,-5.3169645319497,0,0,2.74706861828461,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
4,103,-5.60904543938059,0,0,2.80725903814804,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
5,103,-5.50530593580945,0,0,2.04936368183888,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
6,103,-5.86469177336355,0,0,1.82340664422048,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
7,103,-5.62704174543593,0,0,2.36578148556801,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
8,103,-5.46078006553328,0,0,2.4770412362886,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
9,103,-5.35847613054703,0,0,2.27097720814845,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
10,103,-5.90451119161551,0,0,1.55720876839513,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
1,104,-6.21356104612052,0,0,0.946547116210723,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
2,104,-5.77850837772292,0,0,1.14570193253175,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
3,104,-6.11657680559156,0,0,1.21373434498012,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
4,104,-5.77190527024665,0,0,1.40815808291162,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
5,104,-5.71494219356324,0,0,1.2409401046116,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
6,104,-6.15737433864,0,0,1.22805510567672,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
7,104,-6.48364540220598,0,0,1.05815688698005,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
8,104,-5.79828571183492,0,0,1.1938367164055,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
9,104,-5.88787837696554,0,0,1.34040914925243,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
10,104,-5.54806182876853,0,0,1.42095849054601,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
1,105,-5.83381485674472,0,0,1.96058921339467,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
2,105,-5.68728365194862,0,0,1.92841516979061,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
3,105,-6.32529779877092,0,0,1.44142677614752,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
4,105,-6.55868745390278,0,0,1.32365505581315,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
5,105,-5.78328540952765,0,0,1.90966569173423,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
6,105,-6.32542908969328,0,0,1.98498855659314,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
7,105,-6.30965907065284,0,0,1.50564948999671,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
8,105,-6.92801662842233,0,0,1.2481119922115,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
9,105,-6.29102252487221,0,0,1.62930442899611,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
10,105,-5.91234889052124,0,0,1.5248959445998,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
1,106,-5.87727405025908,0,0,1.18361842239102,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
2,106,-5.64419961417689,0,0,1.53649312320426,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
3,106,-5.61237331236732,0,0,1.38398950062873,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
4,106,-5.35785639204906,0,0,1.49309298209251,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
5,106,-5.31199502797811,0,0,1.81580707131513,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
6,106,-5.41358444513417,0,0,1.63808442178253,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
7,106,-5.54149356730665,0,0,1.37640323959875,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
8,106,-5.53523655619981,0,0,1.55362972252603,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
9,106,-5.56114156779579,0,0,1.27918287765783,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
10,106,-5.63534448307426,0,0,1.28935056033087,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Naive
1,201,-6.50791143536804,0,0,1.34568243123719,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
2,201,-6.30534646680612,0,0,1.62015931386023,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
3,201,-6.3150942167014,0,0,2.33471863789105,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
4,201,-6.57135443720274,0,0,1.52010504415355,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
5,201,-5.76454030102496,0,0,2.67530291136266,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
6,201,-6.68173304552521,0,0,1.71345736496996,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
7,201,-6.41330943184231,0,0,1.46603402877241,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
8,201,-6.42032499831156,0,0,1.43632385999238,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
9,201,-6.51765592197679,0,0,1.33157411312284,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
10,201,-6.7235337574959,0,0,1.53730204076321,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
1,202,-7.8035079378636,0,0,1.4687388412777,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
2,202,-6.90358009709747,0,0,2.06532947990588,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
3,202,-7.12092102590561,0,0,2.58712019649715,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
4,202,-7.59236276218288,0,0,1.60002066106083,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
5,202,-7.37490263043739,0,0,2.53789054086159,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
6,202,-7.10292100786409,0,0,2.79986407382759,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
7,202,-7.42301111234813,0,0,1.60833084031566,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
8,202,-7.20813927909645,0,0,1.60534733220714,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
9,202,-7.11726991078215,0,0,2.17299635391186,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
10,202,-7.98133906167075,0,0,1.72782722742463,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
1,203,-7.13142350156856,0,0,1.53881742352875,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
2,203,-7.10109277842053,0,0,2.09292093203818,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
3,203,-6.87357015503103,0,0,1.78645752408582,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
4,203,-7.51714056880869,0,0,1.13023229157559,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
5,203,-6.86366434353488,0,0,1.93629704296527,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
6,203,-7.20500355961971,0,0,1.9436516182219,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
7,203,-7.52893037333733,0,0,1.47875272839088,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
8,203,-6.33750602571563,0,0,3.69313863315103,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
9,203,-6.92544554043917,0,0,2.0044535589541,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
10,203,-6.75138920472408,0,0,1.74960242718099,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
1,204,-7.37351240158481,0,0,1.67903200147037,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
2,204,-7.69044131544875,0,0,1.16999234530445,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
3,204,-6.53033528559745,0,0,2.36372868895037,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
4,204,-7.95817908005496,0,0,1.34303005176791,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
5,204,-7.42480132064084,0,0,1.46483930654539,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
6,204,-7.06244324958507,0,0,1.99827665959246,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
7,204,-7.39319225218608,0,0,1.35676999775388,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
8,204,-7.35838051383103,0,0,1.60969231349105,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
9,204,-6.69637003094573,0,0,1.95692849001245,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
10,204,-6.76233883931549,0,0,2.35667246197708,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
1,205,-7.07966283407927,0,0,1.45432316530726,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
2,205,-6.96107882163716,0,0,1.97495491826382,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
3,205,-7.37660214140555,0,0,1.23013134805645,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
4,205,-6.68080101886853,0,0,1.85760826544466,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
5,205,-6.72510563027867,0,0,1.96117364881015,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
6,205,-6.75775024850682,0,0,1.74636340812045,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
7,205,-7.27727451282966,0,0,2.0068770094113,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
8,205,-7.36754492692619,0,0,1.69858801360794,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
9,205,-7.51576243367431,0,0,1.64123764369462,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
10,205,-7.35692760270434,0,0,1.77293883758779,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
1,206,-7.78378190213098,0,0,1.62937530642679,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
2,206,-6.74601625936401,0,0,3.07588942980282,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
3,206,-7.30198900208541,0,0,2.53299946186646,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
4,206,-8.22556405279612,0,0,1.8178792793878,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
5,206,-7.23478660930398,0,0,2.62427153894958,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
6,206,-7.88351434569549,0,0,1.3990801392759,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
7,206,-7.33870520983068,0,0,2.41258959678044,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
8,206,-7.39503136592329,0,0,3.34780762002869,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
9,206,-7.32037966382526,0,0,2.21957791978767,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
10,206,-7.36582459044476,0,0,1.35547524823211,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Convalescent
1,301,-7.83040986155348,0,0,1.39193439583423,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
2,301,-7.47768040523221,0,0,2.27276212520126,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
3,301,-7.64600590226109,0,0,1.85903830285793,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
4,301,-7.90484124491972,0,0,1.57958304544971,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
5,301,-7.59816927654742,0,0,2.87766830397312,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
6,301,-7.93878125966623,0,0,1.70440572080693,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
7,301,-8.10413672276331,0,0,1.23141733759689,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
8,301,-7.50789252608203,0,0,2.47639726238722,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
9,301,-7.21771132714587,0,0,2.91570389617057,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
10,301,-8.09059944237591,0,0,1.20007694112297,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
1,302,-8.16642289483858,0,0,1.9323613581579,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
2,302,-8.11426190603336,0,0,1.6615876061688,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
3,302,-8.81524690298786,0,0,1.37308906149024,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
4,302,-8.18241087853193,0,0,2.0198080316426,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
5,302,-8.41426573659571,0,0,1.79091223221771,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
6,302,-8.45460798462037,0,0,1.56426900939887,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
7,302,-8.25213288007265,0,0,2.72017949100132,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
8,302,-8.69269373599253,0,0,1.88776484144945,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
9,302,-8.74858701973711,0,0,1.92522048832899,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
10,302,-8.08836828848071,0,0,1.87285306150612,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
1,303,-7.79339198186328,0,0,2.14816469599434,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
2,303,-7.27102356028905,0,0,1.55118699521505,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
3,303,-7.89926195791428,0,0,1.40460842041725,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
4,303,-7.70385863407993,0,0,2.24520775176952,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
5,303,-8.0900304333036,0,0,3.32058395849148,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
6,303,-7.76508486770591,0,0,2.2090906946716,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
7,303,-7.79801483334744,0,0,2.7947830336748,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
8,303,-8.76870436170071,0,0,1.28951551018509,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
9,303,-7.26800612153951,0,0,1.95343120122033,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
10,303,-8.31649138487139,0,0,1.9853457406892,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
1,304,-8.22054398179318,0,0,1.37792817091037,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
2,304,-7.92415089590381,0,0,1.3693136685747,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
3,304,-7.42516127131134,0,0,2.0418101402009,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
4,304,-7.7477640859683,0,0,1.46022641983127,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
5,304,-7.45209034438902,0,0,1.85882831189238,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
6,304,-7.85070532906408,0,0,1.40563733093039,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
7,304,-8.12309852259702,0,0,1.42387765432389,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
8,304,-7.60014502630032,0,0,1.36239510499726,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
9,304,-6.61502325518822,0,0,3.25379573715531,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
10,304,-7.63601211600018,0,0,1.58911485255856,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
1,305,-7.21635417985969,0,0,2.47507080880842,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
2,305,-8.25887893011151,0,0,1.83664035662332,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
3,305,-7.88307455852753,0,0,1.83279757544434,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
4,305,-8.25372513458367,0,0,2.02050283243324,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
5,305,-7.49920575310032,0,0,2.45225270256417,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
