time,id,TT_SAEM,I1T_SAEM,I2T_SAEM,VIT_SAEM,VNIT_SAEM,ViniT_SAEM,TN_SAEM,I1N_SAEM,I2N_SAEM,VIN_SAEM,VNIN_SAEM,ViniN_SAEM,TT_mean,I1T_mean,I2T_mean,VIT_mean,VNIT_mean,ViniT_mean,TN_mean,I1N_mean,I2N_mean,VIN_mean,VNIN_mean,ViniN_mean,TT_mode,I1T_mode,I2T_mode,VIT_mode,VNIT_mode,ViniT_mode,TN_mode,I1N_mode,I2N_mode,VIN_mode,VNIN_mode,ViniN_mode
1,106,3084.53,457.123,3446.95,669.579,670385,20.2665,28980,172.937,967.425,2280.99,2.32511e+6,1.12584,2793.34,471.867,3573.88,693.778,694575,20.2667,28805.8,188.717,1043.38,2430.41,2.48086e+6,1.12585,2803.39,471.358,3547.04,689.917,690714,20.2668,28812.5,187.958,1034.27,2413.92,2.46397e+6,1.12585
2,106,3080.36,23.8728,1191.48,330.896,331751,4.32714e-8,28839.7,47.2915,415.304,1295.81,1.33547e+6,2.40364e-9,2789.13,24.6188,1238.12,343.25,344106,4.32547e-8,28645.4,53.7185,454.095,1393.12,1.43864e+6,2.40269e-9,2799.21,24.5834,1218.06,339.027,339877,4.32574e-8,28654,53.0809,446.38,1374.21,1.41913e+6,2.40284e-9
3,106,3078.73,1.58861,356.99,108.358,108708,1.24311e-16,28773.4,19.5807,170.12,549.361,568060,6.90479e-18,2787.47,1.63084,372.029,112.675,113026,1.28963e-16,28568.7,22.6693,189.214,599.658,621368,7.16309e-18,2797.58,1.62229,362.401,110.323,110670,1.23874e-16,28578.8,22.2166,184.424,586.732,608005,6.8804e-18
4,106,3078.22,0.201564,104.692,32.469,32581.7,1.45743e-25,28745.8,8.10029,69.9637,226.485,234335,8.09455e-27,2786.95,0.205551,109.429,33.8581,33971.6,1.60943e-25,28536.3,9.53555,79.1681,251.448,260706,8.93857e-27,2797.07,0.201904,105.512,32.8298,32940.7,1.62126e-25,28547.2,9.26812,76.5182,243.977,252975,9.00432e-27
6,106,3078.02,0.0128762,8.93559,2.78758,2797.51,6.77493e-39,28729.8,1.37262,11.8524,38.3722,39705,3.76192e-40,2786.75,0.0131458,9.39667,2.92431,2934.38,3.55183e-37,28517.1,1.67172,13.8786,44.0857,45711.6,1.97258e-38,2796.88,0.0125799,8.87477,2.77801,2787.65,1.83913e-38,28528.7,1.59791,13.1913,42.0651,43619.3,1.02132e-39
9,106,3078,0.000317757,0.222547,0.0694444,69.6924,5.85821e-53,28726.7,0.0956853,0.826314,2.67528,2768.2,3.25281e-54,2786.73,0.000327323,0.236169,0.0735159,73.7694,2.73703e-51,28513.3,0.12266,1.01845,3.23526,3354.56,1.52002e-52,2796.86,0.00030353,0.216228,0.0677022,67.9377,7.1447e-53,28525.1,0.114339,0.944018,3.01045,3121.67,3.9675e-54
14,106,3078,6.74865e-7,0.000472673,0.000147495,0.148021,1.40226e-77,28726.5,0.00112992,0.00975775,0.0315919,32.6891,7.7861e-79,2786.73,7.05798e-7,0.000509263,0.000158527,0.159073,7.72105e-76,28513,0.00157756,0.0130986,0.04161,43.1443,4.28779e-77,2796.86,6.21456e-7,0.000442729,0.000138621,0.139104,1.24397e-77,28524.9,0.00141031,0.011644,0.0371325,38.5043,6.90771e-79
20,106,3078,4.18643e-10,2.93216e-7,9.14963e-8,9.1823e-5,2.99357e-109,28726.5,5.49169e-6,4.74252e-5,0.000153545,0.158877,1.6619e-110,2786.73,4.45871e-10,3.21715e-7,1.00145e-7,0.000100491,1.94197e-106,28513,8.4946e-6,7.05316e-5,0.000224055,0.232317,1.07843e-107,2796.86,3.68933e-10,2.6283e-7,8.22938e-8,8.25801e-5,1.53765e-109,28524.9,7.22224e-6,5.96294e-5,0.000190157,0.197182,8.53626e-111
0,201,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8
1,201,8450.23,162.341,788.013,173.374,173448,20.2677,30752.5,30.8617,140.984,390.987,392610,1.12597,8173.13,178.191,845.886,187.386,187488,20.2676,30694.6,34.6288,153.903,425.622,427649,1.12596,8298.41,171.032,825.01,181.776,181864,20.2676,30721,32.9044,148.946,410.015,411851,1.12596
2,201,8449.68,8.21767,154.962,56.8203,56910.8,4.43509e-8,30747.9,2.66968,29.8189,133.111,134210,2.46388e-9,8172.49,9.02725,161.364,60.0764,60186.2,4.42891e-8,30689,3.0829,31.8471,142.326,143663,2.46044e-9,8297.8,8.66258,160.813,59.188,59289.5,4.43172e-8,30715.9,2.89675,31.3529,138.965,140195,2.462e-9
3,201,8449.54,0.439131,24.2256,10.8661,10892.6,4.63617e-13,30746.7,0.401819,5.37303,27.8391,28141.2,2.57559e-14,8172.33,0.483145,24.3624,11.1819,11212.9,4.57421e-13,30687.6,0.470485,5.63841,29.2602,29621.3,2.54116e-14,8297.65,0.463762,24.8894,11.2302,11259.4,4.57769e-13,30714.5,0.441812,5.63694,28.9732,29309.7,2.5431e-14
4,201,8449.51,0.0269618,3.56505,1.74596,1751.17,-1.05155e-18,30746.4,0.0715969,0.954501,5.15942,5222.23,-5.8418e-20,8172.3,0.0296166,3.45267,1.74064,1746.56,-5.11585e-19,30687.3,0.0832815,0.987268,5.34016,5414.06,-2.84205e-20,8297.62,0.0285627,3.62341,1.78802,1793.72,-8.90573e-19,30714.3,0.0789698,1.00071,5.36098,5430.73,-4.94749e-20
6,201,8449.51,0.000221087,0.0738673,0.0382047,38.3378,3.87358e-27,30746.4,0.00231935,0.0303545,0.165937,168.079,2.15194e-28,8172.3,0.000231742,0.0661011,0.0354144,35.5562,1.77346e-29,30687.2,0.00263033,0.030587,0.167149,169.599,9.85225e-31,8297.61,0.000233504,0.0733998,0.0383159,38.4587,4.37025e-28,30714.2,0.00255808,0.031818,0.172268,174.642,2.42784e-29
9,201,8449.51,5.31691e-7,0.00021657,0.000113187,0.113599,3.66662e-44,30746.4,1.32512e-5,0.000173109,0.000946326,0.958617,2.03707e-45,8172.3,4.9198e-7,0.000171725,9.317e-5,0.0935616,1.56382e-46,30687.2,1.44545e-5,0.000167823,0.00091699,0.930512,8.6878e-48,8297.61,5.4423e-7,0.000207905,0.00010973,0.110158,2.87792e-45,30714.2,1.46105e-5,0.000181428,0.000982227,0.995839,1.59891e-46
14,201,8449.51,3.16144e-11,1.29756e-8,6.78587e-9,6.81066e-6,-4.78708e-74,30746.4,2.4131e-9,3.15242e-8,1.7233e-7,0.000174568,-2.65984e-75,8172.3,2.38792e-11,8.40606e-9,4.56472e-9,4.58401e-6,3.9248e-75,30687.2,2.46789e-9,2.86538e-8,1.56563e-7,0.000158872,2.18044e-76,8297.61,3.05481e-11,1.17592e-8,6.21074e-9,6.23504e-6,-5.59611e-75,30714.2,2.65987e-9,3.30296e-8,1.78816e-7,0.000181294,-3.10924e-76
20,201,8449.51,1.2055e-16,4.94787e-14,2.58761e-14,2.59706e-11,5.94755e-96,30746.4,4.96226e-14,6.48258e-13,3.54375e-12,3.58978e-9,3.30466e-97,8172.3,4.33888e-17,1.52742e-14,8.29437e-15,8.32942e-12,-1.12858e-96,30687.2,3.9656e-14,4.60431e-13,2.51578e-12,2.55288e-9,-6.26985e-98,8297.61,1.111e-16,4.27675e-14,2.25882e-14,2.26766e-11,-2.23113e-95,30714.2,5.58669e-14,6.93741e-13,3.75579e-12,3.80784e-9,-1.23961e-96
