rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,beta_immuno,Group
1,303,-8.28286732126903,0,0,2.21939980868679,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
2,303,-8.89583174453414,0,0,2.28470626792121,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
3,303,-8.15018612869581,0,0,2.01336135382247,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
4,303,-8.47731221545717,0,0,1.68819281118068,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
5,303,-8.51827864414675,0,0,1.0751739902878,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
6,303,-8.2223469722839,0,0,2.00827942817184,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
7,303,-8.62364255686616,0,0,1.98704111511919,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
8,303,-8.22145957788461,0,0,1.67328220552915,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
9,303,-8.06439900350087,0,0,2.68830995163565,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
10,303,-8.7244764792953,0,0,2.17935033773196,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
1,304,-7.45205844765333,0,0,1.34684303645059,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
2,304,-7.82284107877578,0,0,1.59376923041132,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
3,304,-7.84941176569485,0,0,1.65711802366292,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
4,304,-8.24788204521904,0,0,1.58221628703574,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
5,304,-8.03544728136459,0,0,1.20983133285513,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
6,304,-7.10285892432729,0,0,3.25876936161368,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
7,304,-7.31462155119894,0,0,2.4336009117166,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
8,304,-7.72381650755514,0,0,1.31780431221387,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
9,304,-7.87835533709373,0,0,1.80424881957718,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
10,304,-8.51443934252259,0,0,1.08796884978964,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
1,305,-8.22745656533537,0,0,1.95773931915558,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
2,305,-7.75470957204051,0,0,2.3643355470705,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
3,305,-7.28787132465246,0,0,2.91018052715201,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
