rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,beta_immuno,Group
10,303,-7.25169188763095,0,0,1.67186602785983,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
1,304,-7.81157563105976,0,0,0.8715961143905,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
2,304,-7.6548084524074,0,0,1.04415259882282,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
3,304,-7.83570932708051,0,0,2.02265136727617,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
4,304,-7.95840549501448,0,0,0.980529865211041,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
5,304,-7.69413055994218,0,0,1.63636815514208,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
6,304,-7.23394656088296,0,0,1.8086960047405,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
7,304,-7.93498541619924,0,0,0.900895942902663,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
8,304,-7.65830276543502,0,0,1.37244192939409,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
9,304,-7.75564803810929,0,0,1.1395519465567,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
10,304,-7.3445416442673,0,0,1.36594715198849,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
1,305,-7.42558988415755,0,0,1.92963701697678,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
2,305,-7.54892921037758,0,0,2.24654048907871,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
