rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,beta_immuno,Group
3,305,-7.98818428086808,0,0,1.36597253532297,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
4,305,-7.21064369452675,0,0,2.58444041374519,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
5,305,-7.53008413158504,0,0,1.49576196318846,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
6,305,-7.23334981165299,0,0,2.26879208401692,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
7,305,-7.82006224695908,0,0,1.45360848799784,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
8,305,-7.23522035944763,0,0,2.92975483538097,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
9,305,-7.86476927141215,0,0,1.97124286710119,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
10,305,-7.34322970901962,0,0,5.00604949011137,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
1,306,-7.20840236826744,0,0,0.754364837201617,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
2,306,-7.82360256713457,0,0,1.86804887402968,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
3,306,-7.96426091202916,0,0,2.48873522669612,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
4,306,-7.90244366504258,0,0,1.70838892762474,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
5,306,-7.66131049045853,0,0,1.73055962716351,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
6,306,-7.67183044683643,0,0,1.37640260798899,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
7,306,-8.11075716518202,0,0,0.792079806260943,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
8,306,-7.89642148463734,0,0,1.34070352190057,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
9,306,-7.32733855068788,0,0,3.77084811314115,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
10,306,-7.64507483630935,0,0,2.29995732251651,3,20,3,0,0.001,4790.12750563699,-2.6256205309428,1.27381583852001,4.5,1.32287849355356e-5,Conv-CD40
