time,id,TT_SAEM,I1T_SAEM,I2T_SAEM,VIT_SAEM,VNIT_SAEM,ViniT_SAEM,TN_SAEM,I1N_SAEM,I2N_SAEM,VIN_SAEM,VNIN_SAEM,ViniN_SAEM,Marker_SAEM,TT_mean,I1T_mean,I2T_mean,VIT_mean,VNIT_mean,ViniT_mean,TN_mean,I1N_mean,I2N_mean,VIN_mean,VNIN_mean,ViniN_mean,Marker_mean,TT_mode,I1T_mode,I2T_mode,VIT_mode,VNIT_mode,ViniT_mode,TN_mode,I1N_mode,I2N_mode,VIN_mode,VNIN_mode,ViniN_mode,Marker_mode
6,105,8476.37,0.00121587,0.596672,0.353381,354.193,-1.26916e-26,30742.5,0.0162807,0.242055,1.53274,1547.46,-7.0508e-28,92320.3,8186.35,0.00126423,0.567819,0.331548,332.425,-2.84695e-26,30679,0.0188257,0.254441,1.57268,1589.9,-1.58161e-27,92320.3,8435.43,0.00135308,0.706995,0.397251,398.155,4.25287e-26,30733.7,0.0181367,0.279919,1.70079,1717.19,2.36262e-27,92320.3
9,105,8476.37,1.16687e-5,0.00591359,0.00350697,3.51511,-1.72949e-33,30742.5,0.00029085,0.00431869,0.0273426,27.6058,-9.60806e-35,100735,8186.35,1.1136e-5,0.00517394,0.00302564,3.03374,-2.21161e-33,30679,0.00032789,0.00442685,0.0273577,27.6579,-1.22863e-34,100735,8435.43,1.42138e-5,0.00765046,0.00430356,4.31345,1.47421e-33,30733.7,0.000346284,0.00533843,0.0324322,32.7457,8.1897e-35,100735
14,105,8476.37,5.33797e-9,2.70357e-6,1.60334e-6,0.00160707,1.58498e-49,30742.5,3.54901e-7,5.26602e-6,3.33366e-5,0.0336578,8.80519e-51,105848,8186.35,4.4278e-9,2.0563e-6,1.20252e-6,0.00120574,1.17485e-43,30679,3.83604e-7,5.17597e-6,3.19839e-5,0.0323351,6.52822e-45,105848,8435.43,7.52738e-9,4.04942e-6,2.27792e-6,0.00228316,6.92562e-49,30733.7,4.72073e-7,7.27317e-6,4.41822e-5,0.0446096,3.8474e-50,105848
20,105,8476.37,5.24984e-13,2.65648e-10,1.5754e-10,1.57907e-7,2.21375e-60,30742.5,1.13307e-10,1.68e-9,1.06342e-8,1.07368e-5,1.22979e-61,111984,8186.35,3.68274e-13,1.70894e-10,9.99378e-11,1.00206e-7,-5.0047e-53,30679,1.16468e-10,1.57053e-9,9.70387e-9,9.81051e-6,-2.78105e-54,111984,8435.43,8.82472e-13,4.74357e-10,2.66839e-10,2.67454e-7,5.65537e-60,30733.7,1.72137e-10,2.65038e-9,1.60989e-8,1.62547e-5,3.14179e-61,111984
0,106,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,202328,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,202328,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,202328
1,106,3449.79,438.951,3034.77,947.92,949129,20.2687,29139,172.191,831.695,2988.97,3.04222e+6,1.12597,175361,3507.53,435.905,3055.98,919.316,920489,20.2668,29172,168.013,829.808,2892.16,2.9429e+6,1.12587,175361,3492.49,436.675,3021.05,912.671,913839,20.2671,29164.8,168.436,822.187,2876.42,2.92719e+6,1.12588,175361
2,106,3444.01,23.368,937.62,429.918,431108,4.32373e-8,28974.2,53.6267,346.641,1640.82,1.68698e+6,2.40178e-9,148394,3501.86,23.1901,962.834,423.279,424447,4.31563e-8,29013.8,51.6737,348.243,1599.46,1.64379e+6,2.39728e-9,148394,3486.9,23.2035,934.416,414.32,415471,4.31727e-8,29007.8,51.2406,339.823,1570.38,1.61429e+6,2.39819e-9,148394
3,106,3441.95,1.65314,247.631,126.09,126533,8.97599e-17,28898.5,22.2591,140.753,685.841,707105,4.98576e-18,121426,3499.81,1.64452,259.941,126.534,126976,7.15882e-17,28940.6,21.5183,141.98,671.729,692271,3.97638e-18,121426,3484.91,1.62913,247.066,121.639,122069,9.53138e-17,28936.2,21.0418,136.521,650.145,670231,5.29427e-18,121426
4,106,3441.37,0.214874,63.7147,33.3792,33506.6,1.58708e-25,28867.4,9.10306,57.4571,280.513,289312,8.81519e-27,94459.3,3499.23,0.21735,68.4289,34.2255,34355,2.42086e-26,28910.5,8.84043,58.1896,275.844,284386,1.3446e-27,94459.3,3484.35,0.209611,63.643,32.2365,32360.1,1.38331e-25,28907.1,8.5218,55.1488,263.147,271383,7.68337e-27,94459.3
6,106,3441.19,0.0111597,4.17438,2.20647,2215.28,1.92412e-33,28849.6,1.52955,9.59609,46.8082,48289.3,1.06871e-34,171862,3499.03,0.0118477,4.69567,2.36812,2377.45,4.55597e-34,28893.1,1.49597,9.79515,46.3997,47847.8,2.53047e-35,171862,3484.17,0.0108318,4.17936,2.13584,2144.39,1.4209e-33,28890.6,1.40107,9.01943,43.0048,44361.5,7.892e-35,171862
9,106,3441.17,0.000188412,0.0698944,0.0369566,37.1078,-6.34328e-46,28846.2,0.107089,0.664009,3.22883,3332.58,-3.52334e-47,287967,3499.02,0.000214008,0.0842836,0.0425188,42.6901,1.44908e-46,28889.8,0.105572,0.684235,3.2328,3335.04,8.04824e-48,287967,3484.16,0.000182999,0.0702177,0.0358972,36.0441,-4.49961e-46,28887.5,0.0946961,0.60346,2.86971,2961.44,-2.49928e-47,287967
14,106,3441.17,2.04824e-7,7.66171e-5,4.05137e-5,0.0406778,3.5013e-54,28845.9,0.00124754,0.00779491,0.0379575,39.1659,1.94477e-55,198985,3499.02,2.61513e-7,0.000103737,5.23354e-5,0.0525443,1.6782e-55,28889.5,0.00124943,0.00815174,0.03856,39.7696,9.31942e-57,198985,3484.16,2.00304e-7,7.74086e-5,3.95755e-5,0.039736,1.81192e-54,28887.3,0.00104309,0.00669121,0.0318576,32.8678,1.00643e-55,198985
