rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,Group,groupVsnaive
3,104,-6.0557158076213,0,0,1.11122958670723,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
4,104,-5.98547070163391,0,0,1.0409319862148,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
5,104,-6.09435475967139,0,0,0.997715123792564,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
6,104,-6.08401241918817,0,0,0.894567201834128,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
7,104,-5.50326470036517,0,0,1.33297770781065,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
8,104,-6.180430325735,0,0,0.930625715381304,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
9,104,-6.02029412457691,0,0,1.01188103523377,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
10,104,-5.51109545986083,0,0,1.11868649099899,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
1,105,-6.37569677356371,0,0,1.32501686693555,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
2,105,-5.92481567769961,0,0,1.3510431383288,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
3,105,-6.67450575226483,0,0,1.43698909326622,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
4,105,-5.80097212294093,0,0,1.69257187267882,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
5,105,-6.11843510927503,0,0,1.54782899352737,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
6,105,-6.18293046094447,0,0,1.44174812551935,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
7,105,-5.62015545663544,0,0,1.63289384845292,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
8,105,-6.63430090601699,0,0,1.19202813909946,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
9,105,-5.67345118025621,0,0,1.79497060619754,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
10,105,-5.90024517503124,0,0,1.25712944465938,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
1,106,-5.48191719652967,0,0,1.18660330907025,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
2,106,-4.01299640371239,0,0,1.22187487560542,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
3,106,-4.70478522407606,0,0,1.81968561588717,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
4,106,-5.30973517687665,0,0,1.61279707186297,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
5,106,-5.39631633661594,0,0,1.44157704158529,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
6,106,-5.3008500037823,0,0,1.40158787728759,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
7,106,-5.24522759643589,0,0,1.55424192066227,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
8,106,-5.33251862308623,0,0,1.25972252892462,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
9,106,-5.51144084080758,0,0,1.41804660748547,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
10,106,-5.67656811892534,0,0,1.12520827371542,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Naive,G_Naive
1,201,-6.36867645066484,0,0,1.33637613946641,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
2,201,-6.76009826345453,0,0,1.78146549742608,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
3,201,-6.11212094611479,0,0,2.01651883625814,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
4,201,-6.72665852642516,0,0,1.08504571169068,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
5,201,-6.39487584098717,0,0,1.57753604412071,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
6,201,-6.77237807913991,0,0,1.29014527455563,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
7,201,-6.0064630277911,0,0,1.84848377297832,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
8,201,-6.93818446150474,0,0,1.44554517106632,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
9,201,-6.26327320664351,0,0,1.76413198875913,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
10,201,-6.92445589854071,0,0,1.58461815983493,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
1,202,-7.46001288602633,0,0,1.23103899878125,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
2,202,-7.17395889657126,0,0,1.86263692321687,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
3,202,-7.00365640346638,0,0,3.43215793584005,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
4,202,-7.30318734184154,0,0,1.4510749554858,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
5,202,-7.4210011087846,0,0,1.35697126302015,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
6,202,-7.32745061335175,0,0,2.16472938306018,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
7,202,-8.07360220000122,0,0,1.41406361018987,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
8,202,-6.6844787310807,0,0,1.93978416697924,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
9,202,-7.60123847397376,0,0,1.47934056373715,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
10,202,-7.77024523277303,0,0,1.57658466095194,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
1,203,-7.20324831552296,0,0,1.80209033757965,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
2,203,-6.80739924385098,0,0,1.86234859987131,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
3,203,-6.74444395327603,0,0,2.03931367728843,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
4,203,-7.36131797940917,0,0,1.43706956699854,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
5,203,-6.27000409563752,0,0,3.90442424432155,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
6,203,-6.62645780630162,0,0,2.20958064215941,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
7,203,-6.41913995193551,0,0,2.13705524722344,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
8,203,-6.37363322076519,0,0,2.82719659613192,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
9,203,-6.65319619349099,0,0,1.8103815539355,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
10,203,-7.41781235615968,0,0,0.995515439144338,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
1,204,-7.35939726350584,0,0,1.20938048098944,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
2,204,-7.31024333025617,0,0,1.54536100898918,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
3,204,-7.0770659002336,0,0,2.16534978865509,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
4,204,-7.4282230902161,0,0,1.38021213401788,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
5,204,-7.14879623079921,0,0,1.49793488073437,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
6,204,-6.2918285226808,0,0,2.38693090781576,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
7,204,-6.60479950050209,0,0,1.92626280249552,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
8,204,-6.66815295367565,0,0,1.28905709573731,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
9,204,-7.39012982878095,0,0,0.98406259093506,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
10,204,-6.68828679331798,0,0,1.7430531685312,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
1,205,-7.58247667165392,0,0,1.44193847108096,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
2,205,-6.60363925132055,0,0,1.69657352430701,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
3,205,-7.046939646674,0,0,1.49080975696712,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
4,205,-7.49253157341745,0,0,1.18034432800905,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
5,205,-7.37498353626783,0,0,1.20391781464354,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
6,205,-7.37771357112928,0,0,1.54233985665612,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
7,205,-7.25417387963948,0,0,1.81549136303014,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
8,205,-6.42630905080537,0,0,2.38603890725096,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
9,205,-7.50373995145955,0,0,1.38211062381023,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
10,205,-7.85945674271358,0,0,1.1394327061399,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
1,206,-7.38033440581851,0,0,1.79290251433294,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
2,206,-7.07703952535269,0,0,2.17185324265261,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
3,206,-7.3570224695656,0,0,2.07917646428463,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
4,206,-6.89979985662764,0,0,2.80592108433817,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
5,206,-7.29016147029633,0,0,3.45273177588751,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
6,206,-7.12864211161901,0,0,2.27504307857111,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
7,206,-7.64033233401691,0,0,1.45191443291982,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
8,206,-7.43872876520181,0,0,1.07495525722925,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
9,206,-7.92683024642576,0,0,1.79706959145878,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
10,206,-7.13703753098131,0,0,1.46124323184728,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Convalescent,G_conv
1,301,-7.75568909443184,0,0,1.8913834920896,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
2,301,-7.41565417291154,0,0,3.1349796596671,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
3,301,-8.06554459981078,0,0,1.40880258889511,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
4,301,-7.79475086321099,0,0,0.897663694388955,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
5,301,-7.54342184507824,0,0,1.62690770128851,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
6,301,-7.39089477068772,0,0,2.91184087757342,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
7,301,-8.43972070608006,0,0,1.24263660078003,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
8,301,-7.78518661161183,0,0,1.48030603896591,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
9,301,-7.5277487164891,0,0,2.34815848301596,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
10,301,-7.81631686326471,0,0,1.4080789424398,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
1,302,-8.20898044939666,0,0,1.99254581321044,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
2,302,-7.36560989219638,0,0,3.22368227135145,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
3,302,-8.60269530975706,0,0,1.35898800981298,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
4,302,-8.55125445736609,0,0,2.52090567174082,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
5,302,-8.57169898213885,0,0,1.60236774174976,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
6,302,-8.65437103920969,0,0,1.42598063902102,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
7,302,-7.3741593903371,0,0,3.02433836686466,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
8,302,-8.50634666827634,0,0,2.02235000035266,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
9,302,-8.34562487890962,0,0,2.15089337544675,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
10,302,-7.68134499315918,0,0,2.20957639582151,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
1,303,-7.65171724871817,0,0,1.70177978958373,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
2,303,-7.8127399135973,0,0,3.02398828748951,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
3,303,-7.50488977967798,0,0,1.97444338602656,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
4,303,-7.82077366934606,0,0,2.18189483328953,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
5,303,-8.308451593243,0,0,0.809643615430403,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
6,303,-7.65829087930005,0,0,1.5308954817339,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
7,303,-8.21456254628954,0,0,1.61247472378702,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
8,303,-7.64203578463658,0,0,1.59123258076692,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
9,303,-7.22150009153765,0,0,2.41283609614991,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
10,303,-7.83180766484778,0,0,2.64441304127242,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
1,304,-7.46887120725104,0,0,1.66034511212112,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
2,304,-7.8412332202479,0,0,1.23779809776517,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
3,304,-7.66674710530245,0,0,1.46337113783412,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
4,304,-7.50733363551626,0,0,1.4678933645582,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
5,304,-7.30653412065761,0,0,1.89900360932401,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
6,304,-7.04540850087634,0,0,1.99994850845466,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
7,304,-7.62267338543725,0,0,1.89796149180885,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
8,304,-7.08304496506427,0,0,1.34390379666409,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
9,304,-7.67254303528365,0,0,1.41867269514261,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
10,304,-7.36940838238224,0,0,1.89767062665107,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
1,305,-7.98233401942479,0,0,2.51278049721146,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
2,305,-7.79235121223918,0,0,2.04936544099249,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
3,305,-8.20578450490171,0,0,1.44210600345951,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
4,305,-7.20564099229129,0,0,1.99248594149695,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
5,305,-7.41532058891957,0,0,2.23506019148832,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
6,305,-8.03133322598549,0,0,1.74882589920201,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
7,305,-7.36561020752522,0,0,1.69205802165836,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
8,305,-7.79477535461068,0,0,1.68437812416884,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
9,305,-7.88360752224309,0,0,1.9603983587033,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
10,305,-7.89931567597088,0,0,1.69716043326659,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
1,306,-8.77547039460477,0,0,1.27528319417452,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
2,306,-7.92737429748526,0,0,1.37164290942539,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
3,306,-7.78034081239702,0,0,1.48869522583907,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
4,306,-8.1456487548067,0,0,1.53454825132791,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
5,306,-7.99909531895185,0,0,1.35607028156377,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
6,306,-7.52893632578856,0,0,1.76044364921375,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
7,306,-8.27235338536641,0,0,1.51734685731919,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
8,306,-7.85984101342297,0,0,2.6086554226057,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
9,306,-7.2356929917928,0,0,1.27289033983044,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
10,306,-8.09275987097012,0,0,1.94103654524526,3,20,3,0,0.001,7621.25302863582,-2.47396197706604,1.33,4.5,Conv-CD40,G_convCD40
