id,time,TT_mean,I1T_mean,I2T_mean,VIT_mean,VNIT_mean,ViniT_mean,TN_mean,I1N_mean,I2N_mean,VIN_mean,VNIN_mean,ViniN_mean,TT_mode,I1T_mode,I2T_mode,VIT_mode,VNIT_mode,ViniT_mode,TN_mode,I1N_mode,I2N_mode,VIN_mode,VNIN_mode,ViniN_mode,TT_popPred,I1T_popPred,I2T_popPred,VIT_popPred,VNIT_popPred,ViniT_popPred,TN_popPred,I1N_popPred,I2N_popPred,VIN_popPred,VNIN_popPred,ViniN_popPred,TT_popPred_medianCOV,I1T_popPred_medianCOV,I2T_popPred_medianCOV,VIT_popPred_medianCOV,VNIT_popPred_medianCOV,ViniT_popPred_medianCOV,TN_popPred_medianCOV,I1N_popPred_medianCOV,I2N_popPred_medianCOV,VIN_popPred_medianCOV,VNIN_popPred_medianCOV,ViniN_popPred_medianCOV,TT_SAEM,I1T_SAEM,I2T_SAEM,VIT_SAEM,VNIT_SAEM,ViniT_SAEM,TN_SAEM,I1N_SAEM,I2N_SAEM,VIN_SAEM,VNIN_SAEM,ViniN_SAEM
NHP31,3,1979.37,44.0162,21.7387,228.354,271155,1.13232e-15,26058.2,294.004,121.389,212.928,506205,0,2118.73,41.8227,19.3984,202.957,243595,-1.35511e-12,26500.5,236.539,93.4307,164.891,400810,-7.46534e-14,48.1905,27.44,290.983,3333.38,3.3565e+06,0,752.498,2210.48,5977.05,22109.5,2.42954e+07,0,48.1905,27.44,290.983,3333.38,3.3565e+06,0,752.498,2210.48,5977.05,22109.5,2.42954e+07,0,1837.33,40.9961,19.5549,214.254,254028,-1.2925e-12,25997.1,282.007,113.015,194.077,475379,-7.12797e-14
NHP31,4,1947.96,9.06733,4.4777,47.8272,56790.7,0,25426.2,197.474,81.6915,145.822,342942,0,2089.11,8.55516,3.96755,42.1326,50590.3,0,26021.4,148.288,58.6488,104.889,252913,0,37.6746,3.56025,54.8877,717.219,720011,0,67.3303,212.348,1738.29,10440.7,1.06424e+07,0,37.6746,3.56025,54.8877,717.219,720011,0,67.3303,212.348,1738.29,10440.7,1.06424e+07,0,1809.2,8.14828,3.88571,43.2946,51343.3,0,25406.7,183.688,73.7384,128.75,312114,0
NHP31,5,1941.49,1.86895,0.92288,9.89316,11748,0,25005.9,131.18,54.3381,98.1539,229104,0,2083.05,1.75108,0.812033,8.65074,10389.1,0,25723,92.2728,36.5245,65.8723,157986,0,35.8347,0.567464,9.8626,136.17,136599,0,29.6233,17.6265,331.948,2541.27,2.55634e+06,0,35.8347,0.567464,9.8626,136.17,136599,0,29.6233,17.6265,331.948,2541.27,2.55634e+06,0,1803.6,1.62106,0.77297,8.64284,10251.2,0,25025.5,118.482,47.6155,84.0527,202331,0
NHP31,7,1939.88,0.0794333,0.0392231,0.420849,499.777,0,24546.5,56.755,23.5438,43.0944,99749.6,0,2081.55,0.0733877,0.0340317,0.362835,435.78,0,25423.9,35.2939,13.9821,25.4325,60665.7,0,35.4432,0.0174771,0.311124,4.40837,4421.41,0,23.991,0.257756,9.24004,82.9387,83113.2,0,35.4432,0.0174771,0.311124,4.40837,4421.41,0,23.991,0.257756,9.24004,82.9387,83113.2,0,1802.26,0.0641948,0.0306093,0.342545,406.327,0,24624.9,48.4706,19.5026,34.8313,83218.5,0
NHP31,10,1939.81,0.000696066,0.000343708,0.00368801,4.37969,0,24298.9,15.7882,6.55468,12.0847,27845,0,2081.49,0.000629708,0.000292011,0.00311343,3.7394,0,25283.4,8.24422,3.26733,5.96711,14197.1,0,35.4304,9.79952e-05,0.00174061,0.0247132,24.7864,0,23.8346,0.00104762,0.0396166,0.365218,365.899,0,35.4304,9.79952e-05,0.00174061,0.0247132,24.7864,0,23.8346,0.00104762,0.0396166,0.365218,365.899,0,1802.2,0.000505948,0.000241245,0.00269984,3.20258,0,24422.1,12.4509,5.01275,9.00648,21435.9,0
NHP31,14,1939.81,1.25742e-06,6.20898e-07,6.66229e-06,0.00791179,0,24221.4,2.83015,1.17527,2.17177,4996.92,0,2081.49,1.10618e-06,5.12965e-07,5.46924e-06,0.00656885,0,25246.9,1.1787,0.467186,0.85412,2030.78,0,35.4303,9.73842e-08,1.7296e-06,2.4557e-05,0.0246297,0,23.834,7.28559e-07,2.75182e-05,0.000253891,0.254365,0,35.4303,9.73842e-08,1.7296e-06,2.4557e-05,0.0246297,0,23.834,7.28559e-07,2.75182e-05,0.000253891,0.254365,0,1802.2,7.93609e-07,3.78407e-07,4.23486e-06,0.00502344,0,24363.8,2.01326,0.810688,1.4591,3468.89,0
NHP31,23,1939.81,8.62869e-13,4.26072e-13,4.57179e-12,5.42922e-09,0,24204.8,0.0586975,0.0243765,0.0450669,103.661,0,2081.49,7.06457e-13,3.27602e-13,3.4929e-12,4.19516e-09,0,25240.9,0.0147695,0.00585411,0.0107045,25.4485,0,35.4303,1.63191e-14,2.89838e-13,4.11513e-12,4.12732e-09,0,23.834,5.40827e-14,2.04269e-12,1.88465e-11,1.88816e-08,0,35.4303,1.63191e-14,2.89838e-13,4.11513e-12,4.12732e-09,0,23.834,5.40827e-14,2.04269e-12,1.88465e-11,1.88816e-08,0,1802.2,3.92201e-13,1.87008e-13,2.09286e-12,2.48258e-09,0,24352.8,0.0331943,0.0133669,0.0240661,57.2032,0
NHP31,29,1939.81,0,0,3.29532e-16,3.91336e-13,0,24204.5,0.00442843,0.00183908,0.00340011,7.82071,0,2081.49,0,0,2.67195e-16,3.20915e-13,0,25240.8,0.000796665,0.00031577,0.000577399,1.37269,0,35.4303,0,-7.62808e-16,-1.08304e-14,-1.08625e-11,0,23.834,0,-4.59538e-15,-4.23983e-14,-4.24774e-11,0,35.4303,0,-7.62808e-16,-1.08304e-14,-1.08625e-11,0,23.834,0,-4.59538e-15,-4.23983e-14,-4.24774e-11,0,1802.2,0,0,0,1.51395e-13,0,24352.6,0.00214961,0.000865619,0.00155849,3.70438,0
NHP32,0,7500,0,0,0,0,8.31681e+07,22727.3,0,0,0,0,5.04049e+06,7500,0,0,0,0,8.31681e+07,22727.3,0,0,0,0,5.04049e+06,7500,0,0,0,0,8.31681e+07,22727.3,0,0,0,0,5.04049e+06,7500,0,0,0,0,8.31681e+07,22727.3,0,0,0,0,5.04049e+06,7500,0,0,0,0,8.31681e+07,22727.3,0,0,0,0,5.04049e+06
NHP32,1,7499.91,0.00531674,0.0481395,0.279603,279.325,0.209384,22727.3,0.00097668,0.00884131,0.0309868,30.9563,0.0126899,7499.91,0.00529101,0.0494421,0.284438,284.155,0.209384,22727.3,0.000971956,0.00908055,0.0315227,31.4917,0.0126899,7499.91,0.00519756,0.0254153,0.179142,178.964,0.209383,22727.3,0.000954722,0.0046678,0.0198533,19.8338,0.0126899,2086.46,1030.68,1740.63,8676.14,9.50006e+06,0.209292,20118.1,894.005,859.263,1310.08,2.15369e+06,0.0126525,7499.91,0.00543301,0.049035,0.289612,289.324,0.209393,22727.3,0.000998036,0.00900579,0.0314791,31.4481,0.0126905
NHP32,2,7499.91,0.000266183,0.0235579,0.18497,184.787,2.09881e-09,22727.3,4.91222e-05,0.00432716,0.0205007,20.4807,1.27201e-10,7499.91,0.000264957,0.0253149,0.195185,194.992,2.10243e-09,22727.3,4.89056e-05,0.00464988,0.0216328,21.6117,1.2742e-10,7499.91,0.000259378,0.00522859,0.0612949,61.2342,2.01417e-09,22727.3,4.77364e-05,0.000960462,0.00679353,6.78695,1.22071e-10,602.601,390.632,1079.28,7616.35,7.98916e+06,2.67825e-09,13784,2435.11,2595.31,4625.71,7.05135e+06,1.61663e-10,7499.91,0.000272054,0.0238868,0.190887,190.698,2.08608e-09,22727.3,5.02031e-05,0.00438758,0.0207498,20.7295,1.26429e-10
NHP32,3,7499.91,1.39796e-05,0.0102914,0.0854547,85.37,-4.07873e-14,22727.3,2.69048e-06,0.00189068,0.00947256,9.46336,-2.47196e-15,7499.91,1.39815e-05,0.0116222,0.094409,94.3155,3.31314e-14,22727.3,2.70045e-06,0.00213515,0.0104651,10.4549,2.00796e-15,7499.91,1.30513e-05,0.000854963,0.012187,12.175,7.90456e-15,22727.3,2.42318e-06,0.000157111,0.00135104,1.34975,4.79064e-16,276.187,90.9519,385.721,3449.22,3.53614e+06,7.09199e-16,4402.05,2922.57,4464.02,11678.7,1.45866e+07,0,7499.91,1.43069e-05,0.0103828,0.0877813,87.6944,-2.08203e-13,22727.3,2.75148e-06,0.00190748,0.0095434,9.53414,-1.26183e-14
NHP32,4,7499.91,1.01782e-06,0.00444165,0.0372359,37.199,0,22727.3,2.4216e-07,0.000816161,0.00412833,4.12433,0,7499.91,1.06207e-06,0.00527678,0.0432302,43.1873,0,22727.3,2.57462e-07,0.000969598,0.00479286,4.7882,0,7499.91,6.7417e-07,0.0001318,0.00204108,2.03907,0,22727.3,1.28881e-07,2.42334e-05,0.00022636,0.226144,0,205.019,20.6389,108.253,1098.48,1.11798e+06,0,703.732,905.39,2804.73,11840,1.27327e+07,0,7499.91,1.04899e-06,0.0044582,0.0380584,38.0207,0,22727.3,2.48017e-07,0.000819201,0.00413841,4.1344,0
NHP32,5,7499.91,1.89983e-07,0.00191431,0.0160723,16.0563,0,22727.3,5.8887e-08,0.00035183,0.00178229,1.78056,0,7499.91,2.19395e-07,0.0023929,0.0196286,19.6092,0,22727.3,6.87906e-08,0.000439777,0.00217661,2.17449,0,7499.91,3.75114e-08,1.99543e-05,0.000320026,0.319712,0,22727.3,7.74447e-09,3.67128e-06,3.55104e-05,0.0354768,0,187.696,5.00327,28.1006,300.686,305383,0,215.285,140.029,841.863,4924.99,5.05996e+06,0,7499.91,1.97233e-07,0.00191158,0.0163434,16.3272,0,22727.3,6.01559e-08,0.000351328,0.00177751,1.77579,0
NHP32,7,7499.91,2.93691e-08,0.000355468,0.00298519,2.98223,0,22727.3,9.86045e-09,6.5358e-05,0.000331169,0.330847,0,7499.91,3.85819e-08,0.000491942,0.00403612,4.03212,0,22727.3,1.29568e-08,9.04462e-05,0.000447737,0.447302,0,7499.91,2.15745e-10,4.51242e-07,7.3845e-06,0.00737725,0,22727.3,6.05047e-11,8.31423e-08,8.20477e-07,0.000819703,0,182.226,0.316597,1.81215,19.8443,20140.7,0,131.176,4.02028,39.2744,292.114,295838,0,7499.91,3.02763e-08,0.000351325,0.00300446,3.00149,0,22727.3,9.96999e-09,6.4596e-05,0.000326899,0.326582,0
NHP32,9,7499.91,5.43941e-09,6.60055e-05,0.00055431,0.553761,0,22727.3,1.82915e-09,1.2141e-05,6.15189e-05,0.0614592,0,7499.91,7.91608e-09,0.000101134,0.000829748,0.828926,0,22727.3,2.66187e-09,1.86012e-05,9.20819e-05,0.0919925,0,7499.91,3.32053e-12,1.017e-08,1.66948e-07,0.000166784,0,22727.3,1.08885e-12,1.87668e-09,1.85767e-08,1.85591e-05,0,181.875,0.0202821,0.116177,1.27432,1293.31,0,127.89,0.160746,1.61174,12.3844,12532.6,0,7499.91,5.55012e-09,6.45677e-05,0.000552174,0.551627,0,22727.3,1.8305e-09,1.18765e-05,6.01035e-05,0.0600453,0
NHP32,14,7499.91,8.08178e-11,9.80732e-07,8.23612e-06,0.00822797,0,22727.3,2.72055e-11,1.8058e-07,9.15004e-07,0.000914117,0,7499.91,1.51696e-10,1.93807e-06,1.59009e-05,0.0158851,0,22727.3,5.10596e-11,3.5681e-07,1.76633e-06,0.00176461,0,7499.91,0,6.01894e-13,9.88892e-12,9.87921e-09,0,22727.3,0,1.11642e-13,1.10603e-12,1.10498e-09,0,181.851,2.10929e-05,0.000120827,0.00132546,1.34521,0,127.749,5.45441e-05,0.000546277,0.00420653,4.25681,0,7499.91,8.03666e-11,9.34983e-07,7.99584e-06,0.00798792,0,22727.3,2.65335e-11,1.72156e-07,8.71229e-07,0.000870385,0
NHP32,23,7499.91,4.14451e-14,5.0294e-10,4.22366e-09,4.21947e-06,0,22727.3,1.39773e-14,9.27761e-11,4.70098e-10,4.69642e-07,0,7499.91,1.22883e-13,1.56995e-09,1.28806e-08,1.28679e-05,0,22727.3,4.14338e-14,2.89544e-10,1.43334e-09,1.43194e-06,0,7499.91,0,-6.33498e-16,-1.04053e-14,-1.03951e-11,0,22727.3,0,0,-1.16517e-15,-1.16407e-12,0,181.851,9.01371e-11,5.16333e-10,5.66415e-09,5.74854e-06,0,127.749,3.10105e-11,3.1058e-10,2.39158e-09,2.42017e-06,0,7499.91,3.93556e-14,4.57862e-10,3.91557e-09,3.91169e-06,0,22727.3,1.30174e-14,8.44602e-11,4.27427e-10,4.27012e-07,0
NHP33,0,11250,0,0,0,0,1.25872e+08,31250,0,0,0,0,6.9929e+06,11250,0,0,0,0,1.25872e+08,31250,0,0,0,0,6.9929e+06,11250,0,0,0,0,1.25872e+08,31250,0,0,0,0,6.9929e+06,11250,0,0,0,0,1.25872e+08,31250,0,0,0,0,6.9929e+06,11250,0,0,0,0,1.25872e+08,31250,0,0,0,0,6.9929e+06
NHP33,1,2199.85,1079.38,585.805,4492.99,5.15829e+06,0.316719,27718.5,814.575,352.711,532.921,1.24604e+06,0.0175265,2848.64,949.23,392.897,3151.39,3.70532e+06,0.316717,28412.2,561.282,201.641,333.937,801438,0.0175318,2173.68,1234.51,984.922,6683.15,7.52284e+06,0.316728,27490.5,1015.07,573.309,858.636,1.7806e+06,0.0175337,1152.24,1618.33,3253.73,17309.2,1.85218e+07,0.316736,25360.7,2154.26,1944.84,2592.52,4.65081e+06,0.0175346,2056.45,1115.16,646.324,4966.81,5.66506e+06,0.316721,27567.6,876.454,396.493,587.673,1.36154e+06,0.0175258
NHP33,2,1460.43,210.304,116.373,1220.01,1.40855e+06,8.49795e-10,25619.8,675.478,294.47,469.586,1.13894e+06,4.67747e-11,2211.5,184.068,76.1321,775.244,938876,1.5008e-09,27361.9,320.489,115.355,196.467,511815,8.28598e-11,1164.79,277.36,241.127,2358.3,2.61377e+06,1.49436e-09,23713.5,1300.46,749.941,1226.51,2.5199e+06,8.25088e-11,126.474,253.678,1293.53,11265.9,1.14888e+07,8.81583e-10,10526.3,5392.99,6176.6,11667.5,1.70389e+07,4.86892e-11,1292.48,216.231,129.041,1386.99,1.58117e+06,6.20117e-10,25151.1,787.215,359.218,566.303,1.34713e+06,3.41686e-11
NHP33,3,1325.41,39.3347,21.8127,251.029,289061,-5.43769e-15,23945.2,535.537,234.899,392.486,926847,-2.98981e-16,2089.79,35.371,14.63,157.841,192049,-1.38357e-12,26769.6,180.57,65.0751,112.686,292732,-7.63852e-14,972.178,55.5149,49.2269,556.103,610047,-1.85165e-15,19401.9,1443.41,857.936,1578.32,3.01848e+06,0,48.1905,27.44,290.983,3333.38,3.3565e+06,0,752.498,2210.48,5977.05,22109.5,2.42954e+07,0,1156.1,39.8058,23.8332,284.769,323232,-4.67968e-15,23083.8,667.48,307.183,513.132,1.17918e+06,-2.57624e-16
NHP33,4,1300.1,7.37792,4.08875,48.1172,55389.3,0,22659.2,409.133,180.359,313.04,721438,0,2066.33,6.81326,2.81727,30.7897,37517.1,0,26438.2,100.977,36.4171,63.6592,164460,0,933.963,11.0662,9.8177,115.603,126494,0,15266.8,1339.36,826.415,1744.1,3.08037e+06,0,37.6746,3.56025,54.8877,717.219,720011,0,67.3303,212.348,1738.29,10440.7,1.06424e+07,0,1130.93,7.3522,4.3984,53.929,61169.2,0,21406.1,537.502,249.239,438.001,974515,0
NHP33,5,1295.34,1.38645,0.768186,9.08131,10454.8,0,21701.4,303.516,134.328,240.182,543153,0,2061.81,1.31371,0.543174,5.95177,7255.81,0,26253.6,56.2305,20.2875,35.6528,91790.9,0,926.327,2.21004,1.95993,23.2941,25476.2,0,11991.3,1028.91,659.822,1596.59,2.62287e+06,0,35.8347,0.567464,9.8626,136.17,136599,0,29.6233,17.6265,331.948,2541.27,2.55634e+06,0,1126.27,1.3611,0.814025,10.0333,11380.5,0,20104.8,414.35,193.348,354.38,767961,0
NHP33,7,1294.28,0.0490087,0.0271526,0.321324,369.956,0,20506.5,157.098,69.8871,129.929,286740,0,2060.77,0.0488667,0.0202043,0.221521,270.112,0,26094.1,17.3323,6.25551,11.0443,28348.2,0,924.496,0.0882465,0.0782494,0.932135,1019.36,0,8517,391.349,265.073,780.75,1.17093e+06,0,35.4432,0.0174771,0.311124,4.40837,4421.41,0,23.991,0.257756,9.24004,82.9387,83113.2,0,1125.24,0.0467041,0.02793,0.344657,390.964,0,18423.9,223.52,105.221,204.483,427575,0
NHP33,10,1294.24,0.000325765,0.000180485,0.00213594,2.45925,0,19737.5,53.7916,24.0134,45.8352,99527.2,0,2060.73,0.000350617,0.000144965,0.00158944,1.93812,0,26035.4,2.95073,1.06511,1.8837,4829.59,0,924.421,0.000704276,0.000624488,0.00743982,8.13596,0,7254.92,56.9618,39.5444,128.275,185052,0,35.4304,9.79952e-05,0.00174061,0.0247132,24.7864,0,23.8346,0.00104762,0.0396166,0.365218,365.899,0,1125.21,0.000296925,0.000177566,0.00219127,2.48571,0,17320.8,77.1056,36.5227,73.9822,150937,0
NHP33,14,1294.24,4.07206e-07,2.25606e-07,2.66993e-06,0.00307406,0,19442.3,12.1555,5.43385,10.4802,22613.1,0,2060.73,4.85264e-07,2.00636e-07,2.19984e-06,0.00268242,0,26024.5,0.277878,0.100306,0.177454,454.877,0,924.42,1.12324e-06,9.95988e-07,1.18657e-05,0.0129759,0,7073.74,3.68573,2.56833,8.46286,12136.4,0,35.4303,9.73842e-08,1.7296e-06,2.4557e-05,0.0246297,0,23.834,7.28559e-07,2.75182e-05,0.000253891,0.254365,0,1125.21,3.49762e-07,2.09164e-07,2.58121e-06,0.00292804,0,16902.7,16.9113,8.03001,16.5357,33413.6,0
NHP33,23,1294.24,1.10432e-13,6.11832e-14,7.24071e-13,8.33668e-10,0,19360.4,0.408731,0.182784,0.353559,761.527,0,2060.73,1.79812e-13,7.43446e-14,8.15137e-13,9.93954e-10,0,26023.3,0.00136426,0.000492462,0.000871253,2.23328,0,924.42,5.71602e-13,5.06845e-13,6.03829e-12,6.60328e-09,0,7061.4,0.00745334,0.00519505,0.0171368,24.5655,0,35.4303,1.63191e-14,2.89838e-13,4.11513e-12,4.12732e-09,0,23.834,5.40827e-14,2.04269e-12,1.88465e-11,1.88816e-08,0,1125.21,9.3515e-14,5.59237e-14,6.90131e-13,7.82862e-10,0,16791.9,0.516108,0.245225,0.507217,1022.3,0
NHP33,29,1294.24,0,0,0,2.005e-14,0,19357.9,0.0424062,0.0189642,0.0366859,79.013,0,2060.73,0,0,0,5.08716e-14,0,26023.3,3.94084e-05,1.42254e-05,2.51672e-05,0.064511,0,924.42,0,0,3.89363e-16,4.25794e-13,0,7061.38,0.000119087,8.3005e-05,0.000273807,0.392501,0,35.4303,0,-7.62808e-16,-1.08304e-14,-1.08625e-11,0,23.834,0,-4.59538e-15,-4.23983e-14,-4.24774e-11,0,1125.21,0,0,0,1.76891e-14,0,16788.7,0.0500793,0.0237952,0.0492237,99.2037,0
NHP34,0,7500,0,0,0,0,8.39148e+07,22727.3,0,0,0,0,5.08575e+06,7500,0,0,0,0,8.39148e+07,22727.3,0,0,0,0,5.08575e+06,7500,0,0,0,0,8.39148e+07,22727.3,0,0,0,0,5.08575e+06,7500,0,0,0,0,8.39148e+07,22727.3,0,0,0,0,5.08575e+06,7500,0,0,0,0,8.39148e+07,22727.3,0,0,0,0,5.08575e+06
NHP34,1,7473.28,1.74506,18.4758,99.3805,99433.1,0.211272,22722.3,0.344392,3.42233,11.0379,11078.1,0.0128042,7473.83,1.70704,18.1466,97.5469,97595.4,0.211268,22722.4,0.33648,3.36076,10.8337,10872.2,0.012804,7476.49,1.4849,6.95082,48.6746,48702.6,0.21126,22722.9,0.284887,1.28817,5.4035,5423.93,0.0128035,2066.22,1030.36,1746.62,8723.62,9.54591e+06,0.211175,20096.2,901.27,866.505,1321.74,2.17217e+06,0.0127663,7474.02,1.69563,18.1457,98.8701,98918,0.21128,22722.4,0.333518,3.35972,10.7684,10806.2,0.0128047
NHP34,2,7472.66,0.278013,13.189,89.3448,89454,6.18665e-09,22722.1,0.0824893,2.51352,10.1175,10175.2,3.74941e-10,7473.22,0.269146,12.9921,87.9234,88026.7,6.15045e-09,22722.2,0.0796883,2.47408,9.95209,10007.5,3.72747e-10,7476.31,0.118724,1.51293,17.1357,17167.1,4.10972e-09,22722.9,0.0294754,0.293194,1.94421,1958.83,2.49069e-10,594.781,387.023,1075.54,7612.06,7.98121e+06,2.69296e-09,13724.6,2447.67,2611.96,4663.17,7.10131e+06,1.6255e-10,7473.42,0.270827,13.1357,89.9523,90055.8,6.17631e-09,22722.2,0.0790475,2.49804,9.97747,10032.3,3.74314e-10
NHP34,3,7472.19,0.150215,8.76975,61.0831,61168.2,3.57609e-16,22721.9,0.0521624,1.73527,7.15575,7199.98,0,7472.77,0.145162,8.66401,60.2828,60363.7,-2.81724e-15,22722,0.0503518,1.71168,7.0539,7096.44,0,7476.26,0.0168007,0.277034,3.66034,3669.98,2.32886e-13,22722.8,0.0053411,0.0582517,0.43851,442.766,1.41141e-14,273.267,89.6476,382.409,3428.19,3.51383e+06,1.02205e-15,4352.33,2913.37,4467.09,11725.4,1.4624e+07,0,7472.95,0.148293,8.86358,62.3737,62455.6,-3.25021e-15,22722.1,0.0503986,1.74608,7.14256,7185.06,0
NHP34,4,7471.87,0.0984767,5.80948,40.5757,40633.4,0,22721.8,0.035888,1.19533,4.93929,4970.17,0,7472.47,0.0954012,5.75608,40.16,40214.9,0,22721.9,0.0347077,1.18154,4.87918,4908.94,0,7476.25,0.00296014,0.0496922,0.687855,689.951,0,22722.8,0.00107712,0.0115291,0.0893709,90.3257,0,203.323,20.2908,106.96,1087.52,1.10668e+06,0,695.385,895.018,2787.46,11801.5,1.26838e+07,0,7472.64,0.0986558,5.95893,42.0453,42101.6,0,22722,0.0350941,1.21772,4.99126,5021.29,0
NHP34,5,7471.66,0.0652113,3.84789,26.8814,26919.6,0,22721.7,0.0247285,0.823412,3.40291,3424.21,0,7472.26,0.0633559,3.82355,26.683,26719.6,0,22721.9,0.0239647,0.815605,3.3685,3389.07,0,7476.25,0.000536892,0.0089182,0.124929,125.332,0,22722.8,0.000216519,0.00229227,0.0178551,18.0519,0,186.327,4.90908,27.6939,296.823,301429,0,214.119,138.165,833.882,4886.61,5.01975e+06,0,7472.43,0.0663002,4.00555,28.2688,28306.8,0,22721.9,0.0244809,0.849238,3.48138,3502.35,0
NHP34,7,7471.43,0.0286084,1.68808,11.7932,11809.9,0,22721.6,0.011735,0.390737,1.61481,1624.92,0,7472.04,0.0279556,1.68713,11.774,11790.1,0,22721.8,0.0114198,0.388643,1.60513,1614.93,0,7476.25,1.7493e-05,0.000288318,0.00405016,4.06356,0,22722.8,8.62377e-06,9.09793e-05,0.00070884,0.716742,0,180.973,0.309344,1.77799,19.4982,19787.7,0,131.049,3.97255,38.8401,288.995,292675,0,7472.19,0.0299573,1.80989,12.7734,12790.5,0,22721.8,0.0119075,0.413053,1.69329,1703.49,0
NHP34,10,7471.31,0.00831267,0.49051,3.42677,3431.65,0,22721.6,0.00383604,0.127728,0.527866,531.17,0,7471.91,0.00819374,0.494504,3.451,3455.74,0,22721.7,0.00375636,0.127837,0.52798,531.205,0,7476.25,1.01922e-07,1.67883e-06,2.35827e-05,0.0236609,0,22722.8,6.82491e-08,7.19987e-07,5.6092e-06,0.00567178,0,180.614,0.00498473,0.0286717,0.314963,319.628,0,127.691,0.0321459,0.322255,2.48075,2510.38,0,7472.05,0.00909866,0.549712,3.87962,3884.83,0,22721.7,0.00403911,0.140111,0.574378,577.838,0
NHP34,14,7471.26,0.00159983,0.0944028,0.659512,660.451,0,22721.6,0.000863808,0.0287622,0.118866,119.61,0,7471.87,0.00159529,0.0962786,0.6719,672.822,0,22721.7,0.00085292,0.0290269,0.119884,120.616,0,7476.25,1.06789e-10,1.75902e-09,2.47089e-08,2.47909e-05,0,22722.8,1.07639e-10,1.13553e-09,8.84655e-09,8.94524e-06,0,180.608,2.03009e-05,0.00011677,0.00128278,1.30177,0,127.663,5.38563e-05,0.000539641,0.00415587,4.20552,0,7472.01,0.00185759,0.11223,0.79207,793.134,0,22721.7,0.000955517,0.0331456,0.135879,136.697,0
NHP34,23,7471.25,3.92501e-05,0.00231607,0.0161804,16.2034,0,22721.6,3.01734e-05,0.00100468,0.00415209,4.17808,0,7471.86,4.01702e-05,0.00242435,0.0169188,16.9421,0,22721.7,3.03551e-05,0.00103306,0.00426661,4.29267,0,7476.25,-2.29039e-15,-3.77269e-14,-5.2995e-13,-5.31708e-10,0,22722.8,-3.49472e-15,-3.68672e-14,-2.87222e-13,-2.90426e-10,0,180.608,8.50759e-11,4.89354e-10,5.37578e-09,5.4554e-06,0,127.663,3.05695e-11,3.06307e-10,2.35893e-09,2.38711e-06,0,7471.99,5.20476e-05,0.00314458,0.022193,22.2228,0,22721.7,3.7294e-05,0.00129368,0.00530337,5.33532,0
NHP34,29,7471.25,3.31393e-06,0.000195548,0.00136613,1.36807,0,22721.6,3.22422e-06,0.000107357,0.000443677,0.446454,0,7471.86,3.45096e-06,0.000208272,0.00145347,1.45547,0,22721.7,3.2843e-06,0.000111773,0.000461631,0.46445,0,7476.25,0,-7.11064e-16,-9.98833e-15,-1.00215e-11,0,22722.8,0,-7.9007e-16,-6.15519e-15,-6.22386e-12,0,180.608,1.53544e-14,8.83178e-14,9.70212e-13,9.84581e-10,0,127.663,4.74252e-16,4.75201e-15,3.65961e-14,3.70333e-11,0,7471.99,4.80132e-06,0.000290083,0.00204727,2.05002,0,22721.7,4.29109e-06,0.000148852,0.000610212,0.613888,0
NHP4,0,7500,0,0,0,0,8.39148e+07,22727.3,0,0,0,0,5.08575e+06,7500,0,0,0,0,8.39148e+07,22727.3,0,0,0,0,5.08575e+06,7500,0,0,0,0,8.39148e+07,22727.3,0,0,0,0,5.08575e+06,7500,0,0,0,0,8.39148e+07,22727.3,0,0,0,0,5.08575e+06,7500,0,0,0,0,8.39148e+07,22727.3,0,0,0,0,5.08575e+06
NHP4,1,7476.13,1.47527,1.9538,20.7804,20800.7,0.211259,22722.9,0.277679,0.362854,2.30508,2316.64,0.0128034,7476.83,1.43823,2.70979,25.7277,25748.7,0.211259,22723,0.271712,0.502909,2.85461,2867.51,0.0128034,7476.49,1.4849,6.95082,48.6746,48702.6,0.21126,22722.9,0.284887,1.28817,5.4035,5423.93,0.0128035,2066.22,1030.36,1746.62,8723.62,9.54591e+06,0.211175,20096.2,901.27,866.505,1321.74,2.17217e+06,0.0127663,7476.49,1.44929,1.54227,17.82,17838.1,0.211265,22722.9,0.271862,0.286333,1.93809,1948.03,0.0128038
NHP4,2,7476.07,0.0848365,0.126407,3.07572,3086.07,2.77446e-09,22722.8,0.0176972,0.0250909,0.347603,351.814,1.68146e-10,7476.76,0.0867694,0.216641,4.48705,4500.04,3.07638e-09,22723,0.0186914,0.042918,0.508243,513.678,1.86444e-10,7476.31,0.118724,1.51293,17.1357,17167.1,4.10972e-09,22722.9,0.0294754,0.293194,1.94421,1958.83,2.49069e-10,594.781,387.023,1075.54,7612.06,7.98121e+06,2.69296e-09,13724.6,2447.67,2611.96,4663.17,7.10131e+06,1.6255e-10,7476.44,0.0813148,0.0916985,2.44165,2450.14,2.51877e-09,22722.9,0.0165846,0.0180879,0.269788,273.156,1.5265e-10
