id,time,epsilon_mean,S_mean,BAb_mean,NAb_mean,epsilon_mode,S_mode,BAb_mode,NAb_mode,epsilon_popPred,S_popPred,BAb_popPred,NAb_popPred,epsilon_popPred_medianCOV,S_popPred_medianCOV,BAb_popPred_medianCOV,NAb_popPred_medianCOV,epsilon_SAEM,S_SAEM,BAb_SAEM,NAb_SAEM
NHP26,13,0.993852,676.745,210013,115.167,0.99358,676.751,192753,105.702,0.98163,676.761,120382,66.0154,0.890762,676.761,18370.2,10.0739,0.99423,669.016,195438,106.913
NHP26,14,0.994451,676.849,232837,127.684,0.994202,676.851,213563,117.114,0.983374,676.854,133246,73.0699,0.900257,676.854,20333.3,11.1504,0.994782,669.105,216233,118.288
NHP26,22,0.996547,676.896,374899,205.588,0.996383,676.896,343090,188.145,0.989549,676.896,213315,116.978,0.935272,676.896,32551.5,17.8507,0.996729,669.145,345660,189.09
NHP26,23,0.996667,676.896,388472,213.031,0.996509,676.896,355466,194.931,0.989908,676.896,220965,121.173,0.937373,676.896,33719,18.4909,0.996842,669.145,358026,195.855
NHP26,29,0.997155,676.896,455334,249.697,0.997018,676.896,416428,228.362,0.991365,676.896,258650,141.839,0.946005,676.896,39469.4,21.6443,0.9973,669.145,418941,229.179
NHP27,0,0.999943,853.153,92955.2,50.975,0.999878,853.153,81158.3,44.5058,0.999842,853.153,104103,57.0881,0.0338043,1,78.819,0.043223,0.999942,843.297,92937.9,50.8409
NHP27,1,0.999942,724.49,90872.2,49.8327,0.999875,724.494,79598.2,43.6502,0.999838,724.492,101702,55.7718,0.0353979,3.13583,82.6712,0.0453354,0.99994,716.141,90800.5,49.6717
NHP27,2,0.99994,691.167,88609.3,48.5918,0.999873,691.168,77845.8,42.6893,0.999834,691.168,99109.9,54.3501,0.0442049,9.87833,104.191,0.0571366,0.999939,683.229,88490.8,48.4082
NHP27,3,0.999939,681.318,86396.7,47.3784,0.99987,681.318,76118.4,41.742,0.99983,681.318,96578.7,52.962,0.0739365,30.4604,179.863,0.098634,0.999937,673.506,86235.5,47.1744
NHP27,4,0.999937,678.28,84285.1,46.2205,0.999867,678.28,74465.7,40.8357,0.999825,678.28,94164.1,51.6379,0.155012,88.2498,413.275,0.226633,0.999936,670.509,84084.1,45.9975
NHP27,5,0.999936,677.33,82284.9,45.1236,0.999864,677.331,72899,39.9765,0.999821,677.33,91877.1,50.3838,0.315938,218.6,1040.47,0.570577,0.999934,669.573,82046.4,44.8828
NHP27,7,0.999933,676.939,78609.8,43.1082,0.999858,676.939,70019.5,38.3975,0.999812,676.939,87675.4,48.0796,0.661791,560.755,4408.19,2.41737,0.999931,669.187,78302.6,42.8348
NHP27,9,0.99993,676.9,75334.4,41.3121,0.999853,676.9,67453,36.9901,0.999804,676.9,83930.8,46.0262,0.805566,663.324,9333.69,5.11843,0.999928,669.149,74966.2,41.0097
NHP27,14,0.999923,676.896,68625.1,37.6328,0.99984,676.896,62195.7,34.107,0.999784,676.896,76260.3,41.8198,0.900257,676.854,20333.2,11.1504,0.999921,669.145,68131.7,37.2709
NHP27,23,0.999913,676.896,60502.3,33.1784,0.999822,676.896,55830.6,30.6165,0.999755,676.896,66973.5,36.7271,0.937373,676.896,33719,18.4909,0.99991,669.145,59857.1,32.7444
NHP28,0,0.405679,9.71773,1979.53,1.08554,0.348276,9.58331,1792.04,0.982723,0.586464,11.1995,3194.86,1.75201,0.0338043,1,78.819,0.043223,0.382291,9.92923,1988.52,1.0878
NHP28,1,0.416901,29.6515,2073.44,1.13704,0.358872,29.2513,1877.08,1.02936,0.597602,34.0163,3345.65,1.8347,0.0353979,3.13585,82.6712,0.0453354,0.393288,30.2807,2082.8,1.13938
NHP28,2,0.469875,86.1102,2570.42,1.40958,0.409707,85.048,2327.51,1.27637,0.647428,97.5333,4136.84,2.26857,0.044205,9.87839,104.191,0.0571367,0.445456,87.7286,2581,1.41191
NHP28,3,0.583986,214.451,4070.95,2.23244,0.523911,212.375,3690.25,2.02367,0.741878,236.095,6474.88,3.55071,0.0739367,30.4606,179.864,0.0986343,0.559332,217.124,4078.28,2.23099
NHP28,4,0.717518,403.447,7366.2,4.03949,0.666225,401.128,6693.52,3.67061,0.835292,426.571,11424.8,6.26515,0.155012,88.2503,413.277,0.226634,0.695491,404.569,7338.55,4.01449
NHP28,5,0.812071,558.02,12531.4,6.87202,0.772996,556.621,11419.1,6.26201,0.893467,571.488,18893.8,10.361,0.315939,218.601,1040.48,0.570579,0.794226,555.109,12401.4,6.7841
NHP28,7,0.896462,662.944,25109.3,13.7695,0.872566,662.749,22961.6,12.5917,0.941942,664.783,36549.7,20.0432,0.661791,560.755,4408.2,2.41738,0.884627,655.851,24636.2,13.4771
NHP28,9,0.927849,675.492,37294,20.4514,0.910596,675.472,34155,18.73,0.959581,675.68,53484.2,29.3298,0.805566,663.324,9333.71,5.11844,0.919006,667.81,36457.2,19.9436
NHP28,10,0.936723,676.454,42930.3,23.5422,0.921442,676.448,39333.4,21.5698,0.964557,676.514,61308.6,33.6206,0.839331,672.571,11768.7,6.45372,0.928815,668.725,41923.5,22.9339
NHP28,13,0.952407,676.883,58034.2,31.8249,0.940715,676.882,53210.6,29.1798,0.973347,676.884,82271.9,45.1165,0.890762,676.761,18370.2,10.0739,0.946256,669.132,56571.1,30.9468
NHP28,14,0.955668,676.892,62515.8,34.2826,0.944738,676.892,57328.2,31.4378,0.975174,676.893,88491.9,48.5274,0.900257,676.854,20333.3,11.1504,0.949898,669.141,60917.3,33.3243
NHP28,22,0.968919,676.896,90405.6,49.5769,0.961145,676.896,82952.9,45.4899,0.982597,676.896,127200,69.7541,0.935272,676.896,32551.5,17.8507,0.96476,669.145,87964.1,48.1201
NHP28,23,0.969782,676.896,93070.5,51.0382,0.962217,676.896,85401.3,46.8326,0.983081,676.896,130898,71.7823,0.937373,676.896,33719,18.4909,0.965732,669.145,90548.4,49.5338
NHP28,29,0.973418,676.896,106197,58.2363,0.966737,676.896,97461.3,53.4461,0.985117,676.896,149116,81.7724,0.946005,676.896,39469.4,21.6443,0.969828,669.145,103278,56.4973
NHP29,0,0.999968,853.153,278332,152.632,0.999932,853.153,250400,137.315,0.999956,853.153,201362,110.423,0.0338043,1,78.819,0.043223,0.999971,843.297,282606,154.597
NHP29,1,0.999966,724.489,266557,146.175,0.999929,724.489,240112,131.673,0.999955,724.489,193556,106.143,0.0353978,3.1357,82.671,0.0453353,0.999969,716.144,270902,148.195
NHP29,2,0.999965,691.167,254997,139.836,0.999926,691.167,229975,126.114,0.999953,691.167,185808,101.894,0.0442043,9.87769,104.189,0.0571357,0.999968,683.23,259381,141.892
NHP29,3,0.999963,681.318,243993,133.802,0.999923,681.318,220317,120.818,0.999951,681.318,178411,97.8375,0.0739339,30.4583,179.856,0.0986301,0.999966,673.507,248408,135.889
NHP29,4,0.999962,678.28,233579,128.091,0.99992,678.28,211174,115.804,0.999949,678.28,171404,93.9947,0.155005,88.2444,413.253,0.226621,0.999965,670.509,238020,130.207
NHP29,5,0.99996,677.33,223742,122.696,0.999916,677.33,202536,111.067,0.999947,677.33,164781,90.3633,0.315926,218.589,1040.42,0.570546,0.999963,669.573,228206,124.838
NHP29,7,0.999956,676.939,205685,112.794,0.999909,676.939,186680,102.372,0.999942,676.939,152626,83.6973,0.661784,560.748,4408.05,2.4173,0.99996,669.187,210193,114.984
NHP29,9,0.999953,676.9,189597,103.972,0.999902,676.9,172553,94.6252,0.999938,676.9,141795,77.758,0.805563,663.323,9333.54,5.11835,0.999957,669.149,194144,106.205
NHP29,14,0.999943,676.896,156644,85.9006,0.999882,676.896,143616,78.7562,0.999927,676.896,119610,65.5918,0.900256,676.854,20333.1,11.1503,0.999948,669.145,161269,88.2208
NHP29,23,0.999923,676.896,116746,64.0213,0.999844,676.896,108580,59.5434,0.999905,676.896,92749.6,50.8623,0.937373,676.896,33718.9,18.4908,0.999931,669.145,121466,66.4472
NHP3,0,0.113991,1.47398,126.549,0.0693973,0.141567,1.48737,120.899,0.0662987,0.0338043,1,78.819,0.043223,0.0338043,1,78.819,0.043223,0.128281,1.49876,126.853,0.0693938
NHP3,1,0.118891,4.61472,132.723,0.072783,0.147455,4.65642,126.797,0.0695331,0.0353978,3.1357,82.671,0.0453353,0.0353978,3.1357,82.671,0.0453353,0.133706,4.69439,133.045,0.0727814
NHP3,2,0.145219,14.4679,167.106,0.0916381,0.178819,14.5967,159.64,0.0875439,0.0442043,9.8777,104.189,0.0571357,0.0442043,9.8777,104.189,0.0571357,0.162727,14.7197,167.535,0.0916485
NHP3,3,0.225779,43.9814,286.843,0.1573,0.272055,44.3553,273.984,0.150248,0.0739339,30.4584,179.857,0.0986302,0.0739339,30.4584,179.857,0.0986302,0.250164,44.7127,287.589,0.157323
NHP3,4,0.396464,122.559,646.14,0.354332,0.456937,123.47,616.84,0.338264,0.155005,88.2445,413.253,0.226621,0.155005,88.2445,413.253,0.226621,0.428797,124.217,647.104,0.353993
NHP3,5,0.612034,279.521,1551.7,0.850925,0.668672,281.008,1479.52,0.811343,0.315926,218.589,1040.42,0.570546,0.315926,218.589,1040.42,0.570546,0.642389,281.385,1548.46,0.847073
NHP3,7,0.852594,593.538,5689.2,3.11985,0.880591,594.197,5406.36,2.96475,0.661784,560.748,4408.05,2.4173,0.661784,560.748,4408.05,2.4173,0.866919,589.046,5615.36,3.07184
NHP3,9,0.918552,667.633,11093,6.08319,0.934869,667.716,10522.7,5.77047,0.805564,663.323,9333.55,5.11835,0.805564,663.323,9333.55,5.11835,0.926606,660.285,10883,5.95348
NHP3,10,0.933039,673.957,13705.7,7.51596,0.9466,673.984,12995.4,7.12644,0.83933,672.571,11768.5,6.45364,0.83933,672.571,11768.5,6.45364,0.939669,666.337,13426,7.34459
NHP3,13,0.954764,676.805,20760.6,11.3848,0.964072,676.805,19671.6,10.7876,0.890762,676.761,18370.1,10.0738,0.890762,676.761,18370.1,10.0738,0.959248,669.058,20290.6,11.0998
NHP3,14,0.958742,676.867,22856.9,12.5343,0.967255,676.868,21655.4,11.8754,0.900256,676.854,20333.1,11.1503,0.900256,676.854,20333.1,11.1503,0.962832,669.118,22330.2,12.2156
NHP3,22,0.973335,676.896,35903.7,19.689,0.978894,676.896,34001.7,18.6459,0.935272,676.896,32551.4,17.8506,0.935272,676.896,32551.4,17.8506,0.975979,669.145,35024.4,19.1598
NHP3,23,0.974206,676.896,37150.4,20.3726,0.979587,676.896,35181.4,19.2929,0.937373,676.896,33718.9,18.4908,0.937373,676.896,33718.9,18.4908,0.976765,669.145,36237.3,19.8233
NHP3,29,0.977784,676.896,43290.8,23.7399,0.98243,676.896,40992.1,22.4794,0.946005,676.896,39469.4,21.6443,0.946005,676.896,39469.4,21.6443,0.979988,669.145,42211.7,23.0916
NHP30,0,0.998276,853.153,49183.1,26.9712,0.99675,812.314,43523,23.8672,0.999842,853.153,104103,57.0881,0.0338043,1,78.819,0.043223,0.998165,843.297,49636.4,27.1532
NHP30,1,0.998262,724.485,48775.1,26.7474,0.996736,714.794,43343.4,23.7688,0.999838,724.487,101702,55.7718,0.0353978,3.1357,82.671,0.0453353,0.998148,716.152,49176.9,26.9018
NHP30,2,0.99824,691.166,48177.4,26.4197,0.996711,688.367,43012.2,23.5871,0.999834,691.167,99109.8,54.3501,0.0442043,9.87769,104.189,0.0571357,0.998123,683.233,48532.7,26.5494
NHP30,3,0.998217,681.317,47555.5,26.0786,0.996684,680.46,42653.8,23.3906,0.99983,681.318,96578.6,52.962,0.0739339,30.4583,179.856,0.0986301,0.998097,673.507,47867.5,26.1855
NHP30,4,0.998195,678.28,46951.1,25.7471,0.996656,678.012,42301.7,23.1975,0.999825,678.28,94164,51.6379,0.155005,88.2444,413.253,0.226621,0.998071,670.509,47222.3,25.8326
NHP30,5,0.998172,677.33,46375.1,25.4313,0.99663,677.247,41965,23.0129,0.999821,677.33,91877,50.3837,0.315926,218.589,1040.42,0.570546,0.998046,669.573,46608.1,25.4966
NHP30,7,0.998129,676.939,45314.5,24.8497,0.996579,676.931,41344.2,22.6724,0.999812,676.939,87675.3,48.0796,0.661784,560.748,4408.05,2.4173,0.997997,669.187,45477.2,24.878
NHP30,9,0.99809,676.9,44368.7,24.331,0.996533,676.9,40790.3,22.3687,0.999804,676.9,83930.8,46.0262,0.805563,663.323,9333.54,5.11835,0.997952,669.149,44468.9,24.3264
NHP30,14,0.998003,676.896,42431.2,23.2686,0.996434,676.896,39655.8,21.7465,0.999784,676.896,76260.3,41.8198,0.900256,676.854,20333.1,11.1503,0.997853,669.145,42403.3,23.1964
NHP30,23,0.997886,676.896,40085.5,21.9822,0.996307,676.896,38282.2,20.9933,0.999755,676.896,66973.6,36.7271,0.937373,676.896,33718.9,18.4908,0.997718,669.145,39902.4,21.8283
NHP31,0,0.807294,14.2503,3872.15,2.12342,0.778773,13.55,3580.22,1.96333,0.586464,11.1995,3194.86,1.75201,0.0338043,1,78.819,0.043223,0.812219,15.4237,4073.84,2.22856
NHP31,1,0.814298,42.8836,4053.05,2.22262,0.786557,40.8622,3747.86,2.05526,0.597602,34.0163,3345.65,1.8347,0.0353979,3.13585,82.6712,0.0453354,0.819058,46.2485,4263.42,2.33227
NHP31,2,0.843607,119.871,4985.86,2.73416,0.819444,114.878,4615.77,2.53121,0.647428,97.5333,4136.84,2.26857,0.044205,9.87839,104.191,0.0571367,0.847494,127.924,5233.96,2.8632
NHP31,3,0.891963,275.098,7631.13,4.18478,0.874696,266.735,7099.53,3.89326,0.741878,236.095,6474.88,3.55071,0.0739367,30.4606,179.864,0.0986343,0.893957,287.308,7939.96,4.34349
NHP31,4,0.933036,463.923,12878.8,7.06249,0.922438,456.337,12095.5,6.63297,0.835292,426.571,11424.8,6.26515,0.155012,88.2503,413.277,0.226634,0.933275,472.065,13173.5,7.20644
NHP31,5,0.956493,591.542,20320.9,11.1436,0.94987,587.628,19271,10.5679,0.893467,571.488,18893.8,10.361,0.315939,218.601,1040.48,0.570579,0.955929,591.565,20429.2,11.1756
NHP31,7,0.975721,667.383,37145.3,20.3699,0.972252,666.888,35635.5,19.5419,0.941942,664.783,36549.7,20.0432,0.661791,560.755,4408.2,2.41738,0.9749,660.597,36582,20.0119
NHP31,9,0.982876,675.944,53051.4,29.0925,0.980504,675.894,51149.7,28.0496,0.959581,675.68,53484.2,29.3298,0.805566,663.324,9333.71,5.11844,0.982135,668.292,51779,28.3253
NHP31,10,0.984925,676.597,60388.5,33.116,0.982857,676.581,58308.2,31.9752,0.964557,676.514,61308.6,33.6206,0.839331,672.571,11768.7,6.45372,0.984231,668.877,58785.2,32.1579
NHP31,13,0.988584,676.887,80040.8,43.893,0.987044,676.886,77483.4,42.4906,0.973347,676.884,82271.9,45.1165,0.890762,676.761,18370.2,10.0739,0.988001,669.137,77549.3,42.4227
NHP31,14,0.989351,676.893,85871.5,47.0904,0.98792,676.893,83172.7,45.6104,0.975174,676.893,88491.9,48.5274,0.900257,676.854,20333.3,11.1504,0.988795,669.143,83116.4,45.4682
NHP31,22,0.99249,676.896,122157,66.9886,0.991496,676.896,118577,65.0257,0.982597,676.896,127200,69.7541,0.935272,676.896,32551.5,17.8507,0.992065,669.145,117761,64.4203
NHP31,23,0.992696,676.896,125624,68.8899,0.99173,676.896,121960,66.8808,0.983081,676.896,130898,71.7823,0.937373,676.896,33719,18.4909,0.992281,669.145,121071,66.2311
NHP31,29,0.993564,676.896,142701,78.2547,0.992717,676.896,138623,76.0185,0.985117,676.896,149116,81.7724,0.946005,676.896,39469.4,21.6443,0.993191,669.145,137377,75.1508
NHP32,0,0.999942,853.153,104878,57.5135,0.999863,853.153,92503.7,50.7274,0.999956,853.153,201362,110.423,0.0338043,1,78.819,0.043223,0.999925,843.297,102755,56.2112
NHP32,1,0.99994,724.494,101421,55.6174,0.999859,724.49,89677.4,49.1775,0.999955,724.489,193556,106.143,0.0353978,3.1357,82.671,0.0453353,0.999923,716.145,99441.6,54.3987
NHP32,2,0.999938,691.169,97910.8,53.6925,0.999854,691.167,86774.4,47.5856,0.999953,691.167,185808,101.894,0.0442043,9.87769,104.189,0.0571357,0.99992,683.231,96066.8,52.5526
NHP32,3,0.999936,681.318,94538.7,51.8434,0.999849,681.318,83976.8,46.0514,0.999951,681.318,178411,97.8375,0.0739339,30.4583,179.856,0.0986301,0.999918,673.507,92821.9,50.7775
NHP32,4,0.999933,678.28,91338.1,50.0882,0.999844,678.28,81318.9,44.5938,0.999949,678.28,171404,93.9947,0.155005,88.2444,413.253,0.226621,0.999915,670.509,89741.2,49.0922
NHP32,5,0.999931,677.33,88311.6,48.4286,0.999839,677.33,78804.7,43.2151,0.999947,677.33,164781,90.3633,0.315926,218.589,1040.42,0.570546,0.999912,669.573,86827.7,47.4984
NHP32,7,0.999926,676.939,82754.8,45.3813,0.999829,676.939,74187.9,40.6834,0.999942,676.939,152626,83.6973,0.661784,560.748,4408.05,2.4173,0.999906,669.187,81478.3,44.572
NHP32,9,0.999922,676.9,77803.3,42.666,0.999819,676.9,70074,38.4273,0.999938,676.9,141795,77.758,0.805563,663.323,9333.54,5.11835,0.9999,669.149,76711.6,41.9645
NHP32,14,0.99991,676.896,67660.7,37.1039,0.999795,676.896,61646.9,33.8061,0.999927,676.896,119610,65.5918,0.900256,676.854,20333.1,11.1503,0.999886,669.145,66947.4,36.6231
NHP32,23,0.99989,676.896,55380.9,30.3699,0.999754,676.896,51444.1,28.2111,0.999905,676.896,92749.6,50.8623,0.937373,676.896,33718.9,18.4908,0.999861,669.145,55125.8,30.1561
NHP33,0,0.39973,1.39529,553.554,0.303559,0.36833,1.35274,503.205,0.275949,0.186513,1,516.515,0.283248,0.0338043,1,78.819,0.043223,0.417126,1.35664,512.795,0.28052
NHP33,1,0.411215,4.36946,580.567,0.318373,0.379485,4.2368,527.766,0.289417,0.193861,3.13573,541.758,0.29709,0.0353979,3.13585,82.6712,0.0453354,0.428764,4.25115,537.84,0.294221
NHP33,2,0.467939,13.7094,731.083,0.400913,0.435087,13.2989,664.651,0.364483,0.232585,9.87763,682.772,0.37442,0.044205,9.87839,104.191,0.0571367,0.485976,13.3487,677.458,0.370598
NHP33,3,0.601759,41.7727,1256.08,0.68881,0.569693,40.5734,1142.52,0.626535,0.34348,30.458,1178.63,0.64634,0.0739367,30.4606,179.864,0.0986343,0.619143,40.7216,1164.88,0.637236
NHP33,4,0.773481,117.134,2838.47,1.55656,0.749814,114.16,2586.36,1.41831,0.545888,88.243,2708.1,1.48507,0.155012,88.2503,413.277,0.226634,0.786293,114.429,2636.44,1.44224
NHP33,5,0.892013,270.538,6866.59,3.76552,0.87922,265.517,6282.03,3.44496,0.75164,218.584,6817.93,3.73883,0.315939,218.601,1040.48,0.570579,0.89922,265.24,6393.55,3.49754
NHP33,7,0.968663,589.432,25695.5,14.0909,0.964982,587.042,23780.9,13.041,0.927653,560.745,28886.4,15.8408,0.661791,560.755,4408.2,2.41738,0.971081,581.731,24061.9,13.1628
NHP33,9,0.983854,667.117,50654,27.7778,0.982036,666.813,47175.1,25.87,0.964476,663.323,61163.9,33.5412,0.805566,663.324,9333.71,5.11844,0.98516,659.368,47567.9,26.0216
NHP33,10,0.986927,673.792,62754.3,34.4134,0.985471,673.694,58535,32.0996,0.971618,672.57,77120.6,42.2916,0.839331,672.571,11768.7,6.45372,0.987995,666.043,58971.2,32.2597
NHP33,13,0.991366,676.799,95443.8,52.3397,0.990422,676.796,89233.1,48.9339,0.98163,676.761,120382,66.0154,0.890762,676.761,18370.2,10.0739,0.992082,669.049,89780.7,49.1138
NHP33,14,0.992157,676.866,105158,57.6668,0.991302,676.865,98356,53.9367,0.983374,676.854,133246,73.0699,0.900257,676.854,20333.3,11.1504,0.992809,669.115,98936.3,54.1223
NHP33,22,0.995006,676.896,165617,90.8215,0.994468,676.896,155135,85.0735,0.989549,676.896,213315,116.978,0.935272,676.896,32551.5,17.8507,0.995425,669.145,155920,85.2945
NHP33,23,0.995173,676.896,171394,93.9893,0.994654,676.896,160560,88.0485,0.989908,676.896,220965,121.173,0.937373,676.896,33719,18.4909,0.995579,669.145,161364,88.2729
NHP33,29,0.995858,676.896,199849,109.594,0.995413,676.896,187284,102.703,0.991365,676.896,258650,141.839,0.946005,676.896,39469.4,21.6443,0.996207,669.145,188183,102.944
NHP34,0,0.925109,450.915,32198.8,17.6573,0.905949,473.072,30697.6,16.834,0.998052,769.259,60632.3,33.2497,0.0338043,1,78.819,0.043223,0.936486,453.08,32692,17.8839
NHP34,1,0.925736,583.868,32492.5,17.8183,0.906631,595.338,30945,16.9697,0.998046,703.767,60456.6,33.1534,0.0353978,3.1357,82.671,0.0453353,0.937003,581.123,32978.7,18.0407
NHP34,2,0.927103,644.615,33150.8,18.1793,0.9081,648.953,31490.7,17.2689,0.998035,685.118,60127,32.9726,0.0442043,9.8777,104.189,0.0571357,0.938126,638.753,33617.5,18.3902
NHP34,3,0.928649,666.407,33925.6,18.6042,0.909758,667.858,32127.6,17.6182,0.998023,679.459,59768.1,32.7758,0.0739339,30.4584,179.857,0.0986302,0.939394,659.291,34366.8,18.8001
NHP34,4,0.930148,673.564,34709.4,19.034,0.91137,674.029,32770.2,17.9706,0.998012,677.7,59414.7,32.582,0.155005,88.2445,413.253,0.226621,0.940623,666.018,35124.2,19.2144
NHP34,5,0.931536,675.845,35466.3,19.4491,0.912872,675.993,33390,18.3105,0.998,677.149,59076.5,32.3965,0.315926,218.589,1040.42,0.570546,0.941763,668.16,35855.3,19.6143
NHP34,7,0.933966,676.792,36867.3,20.2174,0.915521,676.807,34536.8,18.9394,0.997979,676.921,58452.8,32.0545,0.661784,560.748,4408.05,2.4173,0.943762,669.048,37208.1,20.3544
NHP34,9,0.935994,676.886,38118.2,20.9033,0.917753,676.887,35560.7,19.5009,0.99796,676.899,57896.4,31.7494,0.805564,663.323,9333.55,5.11835,0.945433,669.136,38416,21.0152
NHP34,10,0.936883,676.893,38691.6,21.2178,0.918738,676.893,36030.1,19.7583,0.997951,676.897,57641.4,31.6095,0.83933,672.571,11768.5,6.45364,0.946167,669.142,38969.7,21.3181
NHP34,13,0.939144,676.896,40226,22.0592,0.921259,676.896,37286,20.447,0.997926,676.896,56959,31.2353,0.890762,676.761,18370.1,10.0738,0.948036,669.145,40451.4,22.1286
NHP34,14,0.939784,676.896,40681.1,22.3088,0.921977,676.896,37658.5,20.6513,0.997919,676.896,56756.6,31.1243,0.900256,676.854,20333.1,11.1503,0.948566,669.145,40890.9,22.369
NHP34,22,0.943482,676.896,43513.6,23.8621,0.926168,676.896,39976.8,21.9226,0.997872,676.896,55496.9,30.4335,0.935272,676.896,32551.4,17.8506,0.951635,669.145,43625.9,23.8652
NHP34,23,0.943812,676.896,43784.2,24.0105,0.926545,676.896,40198.4,22.0441,0.997867,676.896,55376.6,30.3676,0.937373,676.896,33718.9,18.4908,0.951909,669.145,43887.3,24.0082
NHP34,29,0.945381,676.896,45117.3,24.7415,0.928347,676.896,41289.5,22.6424,0.997844,676.896,54783.5,30.0423,0.946005,676.896,39469.4,21.6443,0.953215,669.145,45174.5,24.7124
NHP4,0,0.999628,840.644,71679.5,39.3078,0.998887,777.56,62516.3,34.2828,0.998052,769.259,60632.3,33.2497,0.0338043,1,78.819,0.043223,0.999533,781.178,69662.9,38.1085
NHP4,1,0.999626,721.592,71328.4,39.1153,0.998884,705.945,62319.9,34.1752,0.998046,703.767,60456.6,33.1534,0.0353978,3.1357,82.671,0.0453353,0.999531,701.12,69418.9,37.975
NHP4,2,0.999623,690.336,70687.7,38.7639,0.998877,685.766,61952.8,33.9738,0.998035,685.118,60127,32.9726,0.0442043,9.8777,104.189,0.0571357,0.999528,678.871,68964.6,37.7265
NHP4,3,0.999619,681.064,69997.4,38.3853,0.99887,679.659,61553.7,33.7549,0.998023,679.459,59768.1,32.7758,0.0739339,30.4584,179.857,0.0986302,0.999525,672.17,68471.6,37.4568
NHP4,4,0.999615,678.201,69319.9,38.0138,0.998863,677.762,61160.8,33.5395,0.998012,677.7,59414.7,32.582,0.155005,88.2445,413.253,0.226621,0.999521,670.092,67986.6,37.1915
NHP4,5,0.999611,677.306,68672.3,37.6587,0.998856,677.168,60784.9,33.3334,0.998,677.149,59076.5,32.3965,0.315926,218.589,1040.42,0.570546,0.999518,669.442,67522.7,36.9378
NHP4,7,0.999605,676.937,67478.6,37.0041,0.998843,676.923,60091.7,32.9532,0.997979,676.921,58452.8,32.0545,0.661784,560.748,4408.05,2.4173,0.999512,669.174,66667.3,36.4698
NHP4,9,0.999598,676.9,66413.7,36.4201,0.99883,676.899,59473.3,32.6141,0.99796,676.899,57896.4,31.7494,0.805564,663.323,9333.55,5.11835,0.999506,669.148,65904.3,36.0524
NHP4,10,0.999595,676.897,65925.6,36.1525,0.998825,676.897,59189.9,32.4587,0.997951,676.897,57641.4,31.6095,0.83933,672.571,11768.5,6.45364,0.999503,669.146,65554.5,35.8611
NHP4,13,0.999587,676.896,64619.6,35.4363,0.99881,676.896,58431.4,32.0428,0.997926,676.896,56959,31.2353,0.890762,676.761,18370.1,10.0738,0.999496,669.145,64618.6,35.3491
NHP4,14,0.999585,676.896,64232.4,35.2239,0.998805,676.896,58206.5,31.9194,0.997919,676.896,56756.6,31.1243,0.900256,676.854,20333.1,11.1503,0.999494,669.145,64341,35.1972
NHP4,22,0.999568,676.896,61821.6,33.9019,0.998776,676.896,56806.5,31.1517,0.997872,676.896,55496.9,30.4335,0.935272,676.896,32551.4,17.8506,0.99948,669.145,62613.6,34.2523
NHP4,23,0.999567,676.896,61591.4,33.7756,0.998773,676.896,56672.8,31.0784,0.997867,676.896,55376.6,30.3676,0.937373,676.896,33718.9,18.4908,0.999479,669.145,62448.6,34.162
NHP4,29,0.999559,676.896,60456.6,33.1533,0.998758,676.896,56013.6,30.7169,0.997844,676.896,54783.5,30.0423,0.946005,676.896,39469.4,21.6443,0.999472,669.145,61635.3,33.7171
NHP5,0,0.68104,1.12345,512.719,0.281166,0.655859,1.01249,471.63,0.258633,0.186513,1,516.515,0.283248,0.0338043,1,78.819,0.043223,0.650934,1.04336,520.282,0.284616
NHP5,1,0.691309,3.52119,537.763,0.2949,0.666546,3.1746,494.676,0.271272,0.193861,3.13562,541.757,0.29709,0.0353978,3.1357,82.671,0.0453353,0.661701,3.27273,545.72,0.298532
NHP5,2,0.738331,11.0777,677.552,0.371557,0.715837,9.99853,623.408,0.341866,0.232583,9.87712,682.763,0.374415,0.0442043,9.8777,104.189,0.0571357,0.711424,10.3089,687.824,0.376268
NHP5,3,0.829451,34.0304,1167.84,0.640424,0.813006,30.8187,1075.96,0.590035,0.343472,30.4562,1178.59,0.646319,0.0739339,30.4584,179.857,0.0986302,0.809704,31.7501,1187.15,0.649423
NHP5,4,0.91746,97.5695,2669.1,1.46369,0.90896,89.1934,2470.8,1.35494,0.545876,88.2381,2707.97,1.48501,0.155005,88.2445,413.253,0.226621,0.907056,91.5859,2722.84,1.48951
NHP5,5,0.96506,236.162,6632.53,3.63716,0.961689,220.414,6212.12,3.40662,0.751631,218.575,6817.6,3.73865,0.315926,218.589,1040.42,0.570546,0.960681,224.473,6816.85,3.7291
NHP5,7,0.991156,571.525,26910.2,14.7571,0.990643,561.927,26199.4,14.3673,0.927652,560.738,28885.5,15.8403,0.661784,560.748,4408.05,2.4173,0.990236,559.731,28296.6,15.4794
NHP5,9,0.995693,664.788,55519.2,30.4458,0.995546,663.486,55319.3,30.3361,0.964476,663.322,61163,33.5407,0.805564,663.323,9333.55,5.11835,0.995306,656.482,59155.7,32.3606
NHP5,10,0.99656,673.043,69557.7,38.1442,0.996462,672.623,69703.1,38.224,0.971617,672.57,77119.8,42.2911,0.83933,672.571,11768.5,6.45364,0.996262,665.115,74353.2,40.6744
