id,time,epsilon_mean,S_mean,BAb_mean,NAb_mean,epsilon_mode,S_mode,BAb_mode,NAb_mode,epsilon_popPred,S_popPred,BAb_popPred,NAb_popPred,epsilon_popPred_medianCOV,S_popPred_medianCOV,BAb_popPred_medianCOV,NAb_popPred_medianCOV,epsilon_SAEM,S_SAEM,BAb_SAEM,NAb_SAEM
NHP5,13,0.997773,676.776,107566,58.9874,0.997728,676.763,108694,59.606,0.98163,676.761,120381,66.015,0.890762,676.761,18370.1,10.0738,0.997591,669.019,115527,63.1981
NHP5,14,0.997984,676.858,118865,65.1837,0.997947,676.854,120288,65.964,0.983374,676.854,133246,73.0695,0.900256,676.854,20333.1,11.1503,0.997821,669.106,127769,69.8949
NHP5,22,0.998732,676.896,189193,103.75,0.998716,676.896,192451,105.537,0.989549,676.896,213315,116.978,0.935272,676.896,32551.4,17.8506,0.998634,669.145,203962,111.576
NHP5,23,0.998776,676.896,195912,107.435,0.99876,676.896,199346,109.318,0.989908,676.896,220965,121.173,0.937373,676.896,33718.9,18.4908,0.998681,669.145,211243,115.559
NHP5,29,0.998953,676.896,229012,125.586,0.99894,676.896,233310,127.943,0.991365,676.896,258650,141.839,0.946005,676.896,39469.4,21.6443,0.998872,669.145,247103,135.176
NHP6,0,0.144962,0.57856,242.661,0.133071,0.0443746,0.548056,225.683,0.123761,0.186513,1,516.515,0.283248,0.0338043,1,78.819,0.043223,0.248747,0.602362,256.72,0.140437
NHP6,1,0.150986,1.81682,254.539,0.139585,0.0464461,1.72127,236.732,0.129819,0.193861,3.13562,541.757,0.29709,0.0353978,3.1357,82.671,0.0453353,0.25779,1.89244,269.294,0.147315
NHP6,2,0.183224,5.74748,321.078,0.176074,0.0578887,5.44693,298.637,0.163767,0.232583,9.87712,682.763,0.374415,0.0442043,9.8777,104.189,0.0571357,0.304682,5.98823,339.742,0.185853
NHP6,3,0.280186,17.9549,557.131,0.305521,0.0963797,17.0318,518.384,0.284273,0.343472,30.4562,1178.59,0.646319,0.0739339,30.4584,179.857,0.0986302,0.43197,18.6991,589.617,0.322545
NHP6,4,0.476809,54.0017,1304.42,0.71532,0.200046,51.3691,1215.4,0.666502,0.545876,88.2381,2707.97,1.48501,0.155005,88.2445,413.253,0.226621,0.640184,56.1054,1379.47,0.754627
NHP6,5,0.70682,146.341,3450.7,1.8923,0.399088,140.22,3227.83,1.77008,0.751631,218.575,6817.6,3.73865,0.315926,218.589,1040.42,0.570546,0.82427,150.969,3636.71,1.98943
NHP6,7,0.925621,498.391,17812.1,9.76782,0.777413,491.175,16974.8,9.30866,0.927652,560.738,28885.5,15.8403,0.661784,560.748,4408.05,2.4173,0.959633,499.85,18431.7,10.0829
NHP6,9,0.967987,653.764,43278.1,23.733,0.895993,652.522,41869.2,22.9603,0.964476,663.322,61163,33.5407,0.805564,663.323,9333.55,5.11835,0.982731,647.505,44121,24.136
NHP6,10,0.975275,669.451,56458.8,30.961,0.918573,669.041,54827.5,30.0664,0.971617,672.57,77119.8,42.2911,0.83933,672.571,11768.5,6.45364,0.986659,662.193,57342.3,31.3686
NHP6,13,0.984764,676.663,92512.9,50.7324,0.948934,676.65,90314,49.5266,0.98163,676.761,120381,66.015,0.890762,676.761,18370.1,10.0738,0.991773,668.927,93465.8,51.1297
NHP6,14,0.986327,676.823,103252,56.6214,0.954039,676.819,100886,55.3241,0.983374,676.854,133246,73.0695,0.900256,676.854,20333.1,11.1503,0.992616,669.077,104223,57.0143
NHP6,22,0.991656,676.896,170100,93.2798,0.97167,676.896,166697,91.4137,0.989549,676.896,213315,116.978,0.935272,676.896,32551.4,17.8506,0.995491,669.145,171184,93.6448
NHP6,23,0.991955,676.896,176487,96.7824,0.972672,676.896,172985,94.862,0.989908,676.896,220965,121.173,0.937373,676.896,33718.9,18.4908,0.995653,669.145,177582,97.1448
NHP6,29,0.993164,676.896,207950,114.036,0.976725,676.896,203959,111.848,0.991365,676.896,258650,141.839,0.946005,676.896,39469.4,21.6443,0.996306,669.145,209098,114.385
NHP7,0,0.999983,853.153,179778,98.5871,0.999961,853.153,161180,88.3885,0.999956,853.153,201362,110.423,0.0338043,1,78.819,0.043223,0.999979,843.297,177930,97.3352
NHP7,1,0.999982,724.469,172870,94.799,0.999959,724.489,155227,85.1235,0.999955,724.489,193556,106.143,0.0353978,3.1357,82.671,0.0453353,0.999978,716.144,171081,93.5883
NHP7,2,0.999982,691.161,166006,91.0348,0.999957,691.167,149279,81.862,0.999953,691.167,185808,101.894,0.0442043,9.87769,104.189,0.0571357,0.999977,683.23,164276,89.866
NHP7,3,0.999981,681.316,159450,87.4398,0.999956,681.318,143591,78.7426,0.999951,681.318,178411,97.8375,0.0739339,30.4583,179.856,0.0986301,0.999976,673.507,157778,86.3113
NHP7,4,0.99998,678.279,153240,84.0339,0.999954,678.28,138199,75.7858,0.999949,678.28,171404,93.9947,0.155005,88.2444,413.253,0.226621,0.999975,670.509,151622,82.9435
NHP7,5,0.999979,677.33,147370,80.8152,0.999952,677.33,133103,72.9912,0.999947,677.33,164781,90.3633,0.315926,218.589,1040.42,0.570546,0.999974,669.573,145804,79.761
NHP7,7,0.999978,676.939,136596,74.9068,0.999949,676.939,123748,67.861,0.999942,676.939,152626,83.6973,0.661784,560.748,4408.05,2.4173,0.999972,669.187,135125,73.919
NHP7,9,0.999976,676.9,126996,69.6424,0.999945,676.9,115412,63.2899,0.999938,676.9,141795,77.758,0.805563,663.323,9333.54,5.11835,0.99997,669.149,125610,68.7137
NHP7,14,0.999972,676.896,107332,58.8589,0.999935,676.896,98337.2,53.9264,0.999927,676.896,119610,65.5918,0.900256,676.854,20333.1,11.1503,0.999965,669.145,106118,58.0513
NHP7,23,0.999963,676.896,83524,45.8031,0.999918,676.896,77664.7,42.59,0.999905,676.896,92749.6,50.8623,0.937373,676.896,33718.9,18.4908,0.999955,669.145,82520.6,45.1422
NHP8,0,0.999997,853.153,374845,205.558,0.999989,853.153,338654,185.712,0.999956,853.153,201362,110.423,0.0338043,1,78.819,0.043223,0.999995,843.297,373625,204.389
NHP8,1,0.999997,724.488,358952,196.843,0.999989,724.49,324270,177.824,0.999955,724.489,193556,106.143,0.0353978,3.1357,82.671,0.0453353,0.999995,716.143,357608,195.627
NHP8,2,0.999997,691.167,343352,188.288,0.999988,691.167,310155,170.083,0.999953,691.167,185808,101.894,0.0442043,9.87769,104.189,0.0571357,0.999995,683.23,341907,187.038
NHP8,3,0.999996,681.318,328505,180.146,0.999987,681.318,296721,162.717,0.999951,681.318,178411,97.8375,0.0739339,30.4583,179.856,0.0986301,0.999995,673.507,326970,178.866
NHP8,4,0.999996,678.28,314454,172.441,0.999987,678.28,284008,155.745,0.999949,678.28,171404,93.9947,0.155005,88.2444,413.253,0.226621,0.999994,670.509,312835,171.134
NHP8,5,0.999996,677.33,301180,165.162,0.999986,677.33,271999,149.159,0.999947,677.33,164781,90.3633,0.315926,218.589,1040.42,0.570546,0.999994,669.573,299483,163.83
NHP8,7,0.999996,676.939,276817,151.802,0.999985,676.939,249956,137.072,0.999942,676.939,152626,83.6973,0.661784,560.748,4408.05,2.4173,0.999994,669.187,274976,150.423
NHP8,9,0.999995,676.9,255111,139.898,0.999984,676.9,230317,126.302,0.999938,676.9,141795,77.758,0.805563,663.323,9333.54,5.11835,0.999993,669.149,253141,138.479
NHP8,14,0.999994,676.896,210648,115.516,0.99998,676.896,190088,104.241,0.999927,676.896,119610,65.5918,0.900256,676.854,20333.1,11.1503,0.999992,669.145,208415,114.012
NHP8,23,0.999992,676.896,156815,85.9949,0.999974,676.896,141384,77.5322,0.999905,676.896,92749.6,50.8623,0.937373,676.896,33718.9,18.4908,0.999989,669.145,154265,84.3894
NHP9,0,0.558055,17.1062,6737.45,3.6947,0.508389,16.3771,6331.99,3.47235,0.586464,11.1995,3194.86,1.75201,0.0338043,1,78.819,0.043223,0.553859,17.0037,6802.34,3.72117
NHP9,1,0.569177,51.0322,7049.14,3.86562,0.519717,48.9736,6625.77,3.63346,0.5976,34.0132,3345.62,1.83468,0.0353978,3.1357,82.671,0.0453353,0.565009,50.7401,7117.17,3.89339
NHP9,2,0.617985,139.431,8631.46,4.73334,0.570187,134.573,8122.76,4.45438,0.647422,97.5252,4136.73,2.26851,0.0442043,9.8777,104.189,0.0571357,0.613975,138.583,8714.99,4.76746
NHP9,3,0.708414,306.07,12963.1,7.10872,0.666856,298.632,12256.5,6.72123,0.741869,236.08,6474.59,3.55055,0.0739339,30.4584,179.857,0.0986302,0.704836,303.792,13084.5,7.15774
NHP9,4,0.798384,490.217,21128.7,11.5866,0.7669,484.147,20144.7,11.047,0.835285,426.555,11424.2,6.26485,0.155005,88.2445,413.253,0.226621,0.795439,485.668,21306.7,11.6557
NHP9,5,0.857882,604.538,32208.3,17.6624,0.834876,601.615,30958.2,16.9769,0.893463,571.477,18893,10.3606,0.315926,218.589,1040.42,0.570546,0.855516,598.161,32444.3,17.7484
NHP9,7,0.913759,668.986,56533.1,31.0017,0.899589,668.631,54856.5,30.0824,0.94194,664.782,36548.9,20.0428,0.661784,560.748,4408.05,2.4173,0.912115,661.4,56867.6,31.109
NHP9,9,0.936974,676.107,79321.6,43.4986,0.926595,676.071,77291.1,42.3851,0.959581,675.68,53483.5,29.3294,0.805564,663.323,9333.55,5.11835,0.935702,668.373,79739.2,43.6207
NHP9,10,0.943929,676.648,89822.6,49.2571,0.934691,676.637,87631.3,48.0555,0.964557,676.514,61307.9,33.6202,0.83933,672.571,11768.5,6.45364,0.942778,668.903,90278,49.3858
NHP9,13,0.956719,676.889,117945,64.6789,0.949583,676.888,115324,63.2416,0.973347,676.884,82271.3,45.1161,0.890762,676.761,18370.1,10.0738,0.955804,669.138,118501,64.825
NHP9,14,0.959463,676.894,126288,69.2543,0.952777,676.894,123540,67.7472,0.975174,676.893,88491.3,48.5271,0.900256,676.854,20333.1,11.1503,0.9586,669.143,126874,69.4056
NHP9,22,0.97093,676.896,178210,97.7273,0.966132,676.896,174669,95.7856,0.982597,676.896,127199,69.7539,0.935272,676.896,32551.4,17.8506,0.970295,669.145,178982,97.9108
NHP9,23,0.971695,676.896,183171,100.448,0.967023,676.896,179555,98.4646,0.983081,676.896,130898,71.7821,0.937373,676.896,33718.9,18.4908,0.971076,669.145,183961,100.634
NHP9,29,0.974943,676.896,207608,113.848,0.970807,676.896,203618,111.661,0.985117,676.896,149115,81.7723,0.946005,676.896,39469.4,21.6443,0.974391,669.145,208485,114.05
