rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,beta_immuno,Group
9,204,-6.51927658354788,0,0,2.12030630364981,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
10,204,-6.6194285792272,0,0,2.48859315431406,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
1,205,-6.90841474875908,0,0,1.76035426458943,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
2,205,-6.70236154153077,0,0,2.12381806497959,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
3,205,-6.8220721755884,0,0,2.60752857817164,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
4,205,-7.47952511769146,0,0,1.58679465518012,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
5,205,-6.5574352943047,0,0,2.05440857764101,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
6,205,-6.59219304375695,0,0,2.02306662242118,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
7,205,-7.1534605842771,0,0,1.98480590034821,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
8,205,-7.6090636033331,0,0,2.03249973614311,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
9,205,-7.34452578323038,0,0,2.01060894021393,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
10,205,-7.2022440792536,0,0,2.13195007937978,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
1,206,-7.63465531823965,0,0,1.99532553825639,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
2,206,-6.62896786167713,0,0,2.97093222306675,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
3,206,-7.15523546509317,0,0,2.39030468318315,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
4,206,-8.07031976678475,0,0,1.66066369301441,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
5,206,-7.08156209708163,0,0,2.67416727667835,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
6,206,-7.71518215788651,0,0,1.75725351940096,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
7,206,-6.69236618136473,0,0,2.59934097404213,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
8,206,-7.23500552774303,0,0,3.68614478647282,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
9,206,-7.11989522233921,0,0,2.32327860636771,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
10,206,-7.26808019825508,0,0,1.6103754361097,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Convalescent
1,301,-7.68666885516364,0,0,1.52927783479358,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
2,301,-7.32288796377893,0,0,2.43502404885971,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
3,301,-7.5026341476543,0,0,2.05752172512649,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
4,301,-7.69794393829252,0,0,2.39470981728329,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
5,301,-7.62845787655049,0,0,2.34063225467763,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
6,301,-7.45375725752363,0,0,1.5693039700389,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
7,301,-7.94204140189539,0,0,1.56948408189241,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
8,301,-7.31511615069164,0,0,2.56852202917393,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
9,301,-7.07044206182364,0,0,2.93582062994988,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
10,301,-7.95609505229437,0,0,1.53701511919213,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
1,302,-8.24501015686037,0,0,2.18546556253491,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
2,302,-8.51433969356913,0,0,2.26457022047164,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
3,302,-8.66636465569614,0,0,1.76025368017368,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
4,302,-8.01611701358694,0,0,2.15404605985952,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
5,302,-8.22536663809551,0,0,2.1165664957372,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
6,302,-8.18094058734729,0,0,1.78789950943428,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
7,302,-8.12695137179412,0,0,2.94534381485779,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
8,302,-8.57923289861042,0,0,2.01146915057797,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
9,302,-7.87981027222654,0,0,1.97616768835048,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
10,302,-7.33466231104234,0,0,2.84697529659567,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
1,303,-7.68170319721461,0,0,2.48370290739908,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
2,303,-7.09733850742283,0,0,1.82986163451279,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
3,303,-7.71484030803917,0,0,1.80790102906106,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
4,303,-8.35577216593854,0,0,1.55902694674043,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
5,303,-7.93404429772856,0,0,2.03904699933276,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
6,303,-7.59750415469557,0,0,2.48328236696196,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
7,303,-8.01807984745274,0,0,2.12901951309271,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
8,303,-8.57374865571442,0,0,1.63055837032659,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
9,303,-6.94340496380212,0,0,2.11403667570894,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
10,303,-8.23482042016698,0,0,1.78408071455318,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
1,304,-6.72482751926247,0,0,2.07527140703656,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
2,304,-7.34535179554429,0,0,1.72942655184705,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
3,304,-7.19527088739675,0,0,2.29412385099883,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
4,304,-7.61621638804666,0,0,1.84337051739958,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
5,304,-7.1400065528292,0,0,2.06052524635805,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
6,304,-7.24718906790677,0,0,1.95348170634072,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
7,304,-7.95210834800612,0,0,1.41926271341809,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
8,304,-7.44331838621011,0,0,1.78220715705788,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
9,304,-7.19590639702211,0,0,2.9484979222684,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
10,304,-7.48705013037955,0,0,1.92121173114938,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
