rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,beta_immuno,Group
1,305,-7.70338686256954,0,0,2.55242360486838,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
2,305,-8.10719612161521,0,0,2.13960950126016,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
3,305,-7.72605071892797,0,0,2.13417434102563,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
4,305,-8.08007629323305,0,0,2.37939877798109,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
5,305,-7.35150823098949,0,0,2.65840435438002,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
6,305,-7.88024539136183,0,0,2.58430987178469,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
7,305,-7.13973193455677,0,0,2.35048426427112,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
8,305,-7.74428768762192,0,0,2.41755965586144,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
9,305,-8.15105138589299,0,0,2.03146770346278,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
10,305,-7.63465942872162,0,0,1.97740346197013,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
1,306,-7.97221104328416,0,0,2.04476787379793,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
2,306,-7.80612079361308,0,0,2.49782786899499,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
3,306,-8.44032564924668,0,0,2.2478193486304,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
4,306,-8.43229807662996,0,0,2.03877659581136,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
5,306,-7.77333694123855,0,0,1.83338050267955,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
6,306,-7.3024519875305,0,0,2.32321592700257,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
7,306,-6.83667816862153,0,0,1.59555107659154,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
8,306,-7.65923098843891,0,0,2.40994064687761,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
9,306,-7.36131044330319,0,0,2.34831845810705,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
10,306,-7.9444880132367,0,0,2.15299553815286,3,20,3,0,0.001,7802.61709074031,-2.50433609506916,1.35882133919767,4.5,-5.82421697810997e-7,Conv-CD40
