time,id,TT_SAEM,I1T_SAEM,I2T_SAEM,VIT_SAEM,VNIT_SAEM,ViniT_SAEM,TN_SAEM,I1N_SAEM,I2N_SAEM,VIN_SAEM,VNIN_SAEM,ViniN_SAEM,Marker_SAEM,TT_mean,I1T_mean,I2T_mean,VIT_mean,VNIT_mean,ViniT_mean,TN_mean,I1N_mean,I2N_mean,VIN_mean,VNIN_mean,ViniN_mean,Marker_mean,TT_mode,I1T_mode,I2T_mode,VIT_mode,VNIT_mode,ViniT_mode,TN_mode,I1N_mode,I2N_mode,VIN_mode,VNIN_mode,ViniN_mode,Marker_mode
14,104,4367.47,5.59829e-7,0.000324015,0.000118929,0.119369,4.26214e-50,29450,0.000400022,0.00382953,0.0147201,15.105,2.36734e-51,309452,4095.94,8.98782e-7,0.000559914,0.000194612,0.195315,2.01154e-48,29318.4,0.000673512,0.00652841,0.0236948,24.344,1.11731e-49,309452,3814.02,6.42769e-7,0.000388838,0.000137388,0.137892,-1.6351e-49,29175.4,0.00068158,0.00616664,0.0224241,23.0826,-9.0809e-51,309452
20,104,4367.47,2.42187e-10,1.17624e-7,4.71774e-8,4.73722e-5,-6.23183e-62,29450,1.14726e-6,9.81091e-6,3.9887e-5,0.0409932,-3.4637e-63,136712,4095.94,4.90527e-10,2.58631e-7,9.7801e-8,9.81933e-5,8.92561e-59,29318.4,2.38381e-6,2.07298e-5,7.94051e-5,0.0817071,4.95766e-60,136712,3814.02,2.91833e-10,1.48369e-7,5.72401e-8,5.74744e-5,-2.01753e-60,29175.4,2.29465e-6,1.86048e-5,7.14359e-5,0.0736568,-1.12031e-61,136712
0,105,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,149358,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,149358,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,149358
1,105,7174.07,235.064,1368.98,334.4,334682,20.2666,30464.8,51.3177,265.857,797.805,803201,1.1259,171010,6714.6,260.919,1490.72,354.588,354938,20.2666,30349.5,59.3642,298.807,865.423,872263,1.12589,171010,6925.89,249.047,1457.85,343.941,344257,20.2682,30403.6,55.516,287.775,828.018,834103,1.12598,171010
2,105,7172.53,12.0928,349.087,131.547,131836,4.38217e-8,30448.8,6.65054,75.8637,334.881,338946,2.43444e-9,192663,6712.86,13.4279,369.586,136.518,136854,4.37649e-8,30329.8,7.98124,83.9166,357.862,362908,2.43127e-9,192663,6924.24,12.8174,373.831,135.816,136130,4.39508e-8,30385.8,7.35434,82.8595,349.623,354203,2.4416e-9,192663
3,105,7172.06,0.709624,75.2675,32.2988,32394.8,-1.21949e-14,30443.5,1.59288,19.7887,94.4806,95865.7,-6.77465e-16,214315,6712.34,0.786448,77.2184,32.6436,32752.3,-1.22556e-14,30323.3,1.92571,21.6535,99.7431,101439,-6.80834e-16,214315,6923.73,0.754112,81.134,33.5263,33631.1,-1.1244e-14,30379.7,1.79168,21.8583,99.5592,101129,-6.24638e-16,214315
4,105,7171.95,0.0596353,15.9708,7.08008,7103.67,-1.38209e-22,30442,0.419325,5.24753,25.1794,25567.5,-7.67796e-24,235968,6712.22,0.0650437,15.8557,6.94259,6968.55,-3.40008e-22,30321.6,0.503425,5.69162,26.3235,26793.7,-1.88883e-23,235968,6923.62,0.0639099,17.3356,7.39586,7421.68,-7.10317e-20,30378.1,0.47741,5.86449,26.8282,27272.3,-3.94605e-21,235968
6,105,7171.92,0.00150532,0.683438,0.313562,314.68,-2.10364e-29,30441.5,0.0293685,0.358314,1.74966,1777.24,-1.16863e-30,185340,6712.19,0.00152567,0.63388,0.287941,289.098,-1.88093e-28,30321,0.0346442,0.381749,1.79676,1829.56,-1.0449e-29,185340,6923.59,0.00164901,0.752555,0.332117,333.356,3.41807e-28,30377.5,0.0342202,0.40995,1.90799,1940.25,1.89885e-29,185340
9,105,7171.92,1.15821e-5,0.00489877,0.00238628,2.39545,4.39147e-37,30441.5,0.000479622,0.00541641,0.0275049,27.9566,2.43957e-38,109398,6712.19,1.05588e-5,0.00408058,0.00197393,1.98249,1.85929e-37,30321,0.000550836,0.00561675,0.0274939,28.0167,1.03237e-38,109398,6923.58,1.29795e-5,0.00551494,0.00258282,2.59319,-4.50562e-36,30377.5,0.000578805,0.00642415,0.0310775,31.6247,-2.50299e-37,109398
14,105,7171.92,2.56717e-9,1.021e-6,5.09652e-7,0.000511707,1.87696e-56,30441.5,3.85769e-7,4.22691e-6,2.17068e-5,0.0220705,1.0427e-57,97212.5,6712.19,1.95362e-9,7.07068e-7,3.5106e-7,0.00035266,-2.50668e-57,30321,4.24349e-7,4.19982e-6,2.07853e-5,0.0211884,-1.39188e-58,97212.5,6923.58,2.9848e-9,1.19331e-6,5.72539e-7,0.000574948,-4.45253e-55,30377.5,4.94471e-7,5.32782e-6,2.60593e-5,0.0265272,-2.4735e-56,97212.5
20,105,7171.92,9.26974e-14,3.59256e-11,1.81654e-11,1.82398e-8,2.1894e-73,30441.5,6.86395e-11,7.40204e-10,3.83141e-9,3.89615e-6,1.21625e-74,82590,6712.19,5.63021e-14,1.98282e-11,9.97928e-12,1.00255e-8,-4.39693e-76,30321,7.16711e-11,6.98119e-10,3.48245e-9,3.55057e-6,-2.44144e-77,82590,6923.58,1.12708e-13,4.39183e-11,2.13425e-11,2.14338e-8,2.53621e-71,30377.5,9.46416e-11,1.00383e-9,4.94835e-9,5.03795e-6,1.40891e-72,82590
0,106,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,371857,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,371857,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,371857
1,106,1961.88,512.665,3721.52,867.271,868066,20.2676,28156.6,260.275,1258.18,3419.68,3.50803e+6,1.12587,346086,1534.19,532.308,3874.34,875.388,876013,20.2682,27726.4,302.894,1429.08,3714.4,3.82274e+6,1.12589,346086,2244.29,499.115,3611.67,813,813831,20.2671,28404.4,232.151,1157.36,3039.02,3.11198e+6,1.12585,346086
2,106,1957.37,26.7107,1178.69,401.279,402146,4.31326e-8,27882.1,88.6199,550.327,1947.32,2.02553e+6,2.39581e-9,320316,1530.13,27.5664,1220.73,402.952,403687,4.31303e-8,27390.7,107.765,635.769,2136.08,2.23212e+6,2.39562e-9,320316,2239.82,26.0252,1144.19,376.517,377396,4.31613e-8,28178.7,73.53,491.773,1697.65,1.76165e+6,2.39744e-9,320316
3,106,1955.73,1.72185,313.986,119.429,119765,5.56336e-17,27751,38.668,231.68,846.029,883395,3.08982e-18,294545,1528.67,1.72244,323.464,119.359,119646,8.76625e-17,27228.4,47.9554,273.286,945.565,992054,4.86858e-18,294545,2238.2,1.68425,304.734,112.057,112396,5.53938e-17,28073.4,30.9589,199.729,714.084,743911,3.07658e-18,294545
4,106,1955.27,0.192754,79.6971,31.5585,31656.4,1.0593e-25,27695.3,16.3857,96.4596,355.252,371246,5.88284e-27,268775,1528.26,0.180819,81.6407,31.3754,31459.3,2.62598e-25,27158.1,20.7162,116.138,405.202,425469,1.45834e-26,268775,2237.74,0.189923,77.3241,29.6031,29701.9,1.54268e-25,28030.1,12.6775,80.2169,289.401,301757,8.56781e-27,268775
6,106,1955.12,0.00867525,4.86329,1.97596,1982.5,-1.18602e-33,27662.5,2.81015,16.2764,60.4016,63148.5,-6.58659e-35,247038,1528.13,0.00765515,4.92368,1.94225,1947.79,-1.03447e-33,27115.7,3.69735,20.4086,71.7454,75367.2,-5.74476e-35,247038,2237.59,0.00858986,4.71488,1.85221,1858.79,-1.02813e-36,28005.8,2.02558,12.596,45.7998,47777.5,-5.70235e-38,247038
9,106,1955.11,0.000123849,0.0677129,0.0280741,28.1698,3.37599e-46,27656.3,0.188509,1.07076,4.01234,4196.65,1.87487e-47,214433,1528.12,0.000107024,0.0673167,0.0271036,27.1834,1.60679e-46,27107.4,0.263494,1.42693,5.06441,5322.57,8.92287e-48,214433,2237.58,0.000122523,0.0655615,0.026283,26.3791,3.20214e-49,28001.6,0.121987,0.743328,2.73011,2849.24,1.77602e-50,214433
14,106,1955.11,8.7479e-8,4.50486e-5,1.92419e-5,0.0193101,-2.53869e-56,27655.9,0.0018303,0.0100982,0.0383788,40.1689,-1.4074e-57,168246,1528.12,7.32867e-8,4.33897e-5,1.80041e-5,0.0180593,5.13255e-55,27106.7,0.00283228,0.0149062,0.0536421,56.4179,2.85023e-56,168246,2237.58,8.63325e-8,4.35049e-5,1.79691e-5,0.0180374,-1.97531e-57,28001.3,0.000986957,0.00583482,0.0217477,22.712,-1.09556e-58,168246
20,106,1955.11,1.06968e-11,5.11309e-9,2.26717e-9,2.27559e-6,-5.90689e-65,27655.9,5.74475e-6,3.05878e-5,0.000118291,0.123912,-3.27453e-66,112821,1528.12,8.61628e-12,4.73113e-9,2.0388e-9,2.04537e-6,-3.26214e-64,27106.7,1.00562e-5,5.11096e-5,0.000187086,0.196945,-1.81163e-65,112821,2237.58,1.0516e-11,4.91795e-9,2.10886e-9,2.11726e-6,-5.3388e-66,28001.3,2.47909e-6,1.41244e-5,5.3607e-5,0.05603,-2.96077e-67,112821
0,201,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,146812,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,146812,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,146812
1,201,9498.86,101.989,590.028,144.165,144153,20.2676,30955.6,18.0158,99.4887,302.574,303171,1.12597,134313,9338.53,111.256,629.956,149.885,149884,20.2675,30926.1,19.8627,107.133,315.126,315846,1.12596,134313,9302.99,113.311,652.524,154.423,154425,20.2672,30919.4,20.2976,111.179,325.237,325998,1.12595,134313
2,201,9498.53,5.16089,145.973,56.0016,56035.2,4.44876e-8,30953.4,1.47404,25.7453,120.545,121046,2.4715e-9,121815,9338.16,5.63136,151.212,56.9369,56979.5,4.4454e-8,30923.5,1.64106,26.9855,122.964,123544,2.46963e-9,121815,9302.6,5.73907,160.299,59.6613,59706.9,4.44126e-8,30916.7,1.7048,28.6721,129.129,129748,2.46732e-9,121815
3,201,9498.43,0.279198,29.369,13.1605,13174,-1.44471e-15,30952.6,0.234706,5.62585,29.9792,30141.3,-8.02604e-17,109316,9338.05,0.304423,29.3793,13.0048,13020.8,-1.93931e-16,30922.7,0.259916,5.73308,29.8393,30022.5,-1.07738e-17,109316,9302.48,0.311702,31.9934,13.9276,13944.9,-1.34437e-15,30915.8,0.278441,6.25637,32.0432,32241.7,-7.46858e-17,109316
4,201,9498.41,0.0186123,5.59269,2.66387,2667.24,-7.31041e-21,30952.5,0.0484877,1.19046,6.61058,6650.3,-4.06128e-22,96817.8,9338.03,0.0200946,5.38924,2.54644,2550.27,-1.10316e-21,30922.5,0.0525663,1.17963,6.40767,6451.46,-6.12855e-23,96817.8,9302.46,0.0209784,6.04047,2.79763,2801.84,-6.32728e-21,30915.6,0.0579596,1.3235,7.05881,7107.29,-3.5151e-22,96817.8
6,201,9498.41,0.000263122,0.18701,0.0938386,93.9765,1.29775e-27,30952.4,0.00216206,0.0505182,0.289967,291.831,7.20959e-29,58139,9338.02,0.00026307,0.166621,0.0832927,83.4383,2.55901e-28,30922.5,0.00222371,0.0473416,0.266087,268.037,1.42165e-29,58139,9302.45,0.00029973,0.198384,0.0968858,97.0537,1.23648e-27,30915.6,0.00258915,0.0561883,0.309599,311.87,6.86919e-29,58139
9,201,9498.41,1.34003e-6,0.000959451,0.000508899,0.509725,6.69645e-35,30952.4,1.77742e-5,0.000382481,0.00228808,2.30355,3.72019e-36,120.782,9338.02,1.18069e-6,0.000756137,0.000400953,0.401727,1.06191e-36,30922.5,1.68379e-5,0.000329394,0.00193162,1.94651,5.89932e-38,120.782,9302.45,1.49153e-6,0.000989365,0.00051117,0.512144,6.12146e-35,30915.6,2.13064e-5,0.000426007,0.00244579,2.46462,3.40076e-36,120.782
