time,id,TT_SAEM,I1T_SAEM,I2T_SAEM,VIT_SAEM,VNIT_SAEM,ViniT_SAEM,TN_SAEM,I1N_SAEM,I2N_SAEM,VIN_SAEM,VNIN_SAEM,ViniN_SAEM,Marker_SAEM,TT_mean,I1T_mean,I2T_mean,VIT_mean,VNIT_mean,ViniT_mean,TN_mean,I1N_mean,I2N_mean,VIN_mean,VNIN_mean,ViniN_mean,Marker_mean,TT_mode,I1T_mode,I2T_mode,VIT_mode,VNIT_mode,ViniT_mode,TN_mode,I1N_mode,I2N_mode,VIN_mode,VNIN_mode,ViniN_mode,Marker_mode
6,103,4840.9,0.000591447,0.16021,0.0960212,96.4693,1.52626e-27,22100.8,0.0148674,0.129209,0.719867,733.989,9.24972e-29,257033,4573.77,0.000630071,0.161457,0.0942205,94.7044,2.35016e-27,22018,0.0181702,0.147302,0.784406,801.761,1.42428e-28,257033,4826.98,0.000659038,0.200619,0.111057,111.557,-1.3816e-27,22097,0.0162547,0.150619,0.794506,809.939,-8.37239e-29,257033
9,103,4840.9,1.93516e-6,0.00057323,0.000335259,0.336852,-2.95402e-35,22100.8,0.000137058,0.00123812,0.00674889,6.87906,-1.79025e-36,297058,4573.77,1.9501e-6,0.000546821,0.00031129,0.31292,-9.06461e-36,22018,0.000170186,0.00143452,0.0074745,7.63704,-5.49331e-37,297058,4826.98,2.45656e-6,0.000815569,0.000440429,0.442437,2.54482e-35,22097,0.000160482,0.00154515,0.00797619,8.12853,1.54216e-36,297058
14,103,4840.9,1.87588e-10,6.18844e-8,3.43476e-8,3.45006e-5,4.72309e-47,22100.8,6.67295e-8,6.3875e-7,3.38501e-6,0.00344828,2.86228e-48,353812,4573.77,1.72728e-10,5.41454e-8,2.91972e-8,2.93406e-5,-1.81789e-47,22018,8.51359e-8,7.60197e-7,3.85155e-6,0.00393275,-1.10164e-48,353812,4826.98,2.95282e-10,1.08648e-7,5.58108e-8,5.605e-5,1.88375e-47,22097,8.77604e-8,8.95133e-7,4.49285e-6,0.00457603,1.14151e-48,353812
20,103,4840.9,4.35719e-15,1.60912e-12,8.44789e-13,8.48297e-10,-1.51177e-54,22100.8,9.4149e-12,9.61529e-11,4.93529e-10,5.02441e-7,-9.16154e-56,421917,4573.77,3.75364e-15,1.31873e-12,6.72373e-13,6.7545e-10,2.54835e-56,22018,1.24965e-11,1.18985e-10,5.84087e-10,5.95987e-7,1.54429e-57,421917,4826.98,8.71483e-15,3.57445e-12,1.74024e-12,1.74721e-9,2.71757e-56,22097,1.41931e-11,1.54434e-10,7.50807e-10,7.64235e-7,1.6466e-57,421917
0,104,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,272269,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,272269,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,272269
1,104,3437.27,439.17,3026.06,725.279,726210,20.2677,29161.8,159.562,819.006,2272.73,2.31371e+6,1.12592,239863,3311.43,445.622,3106.02,711.131,712032,20.2667,29099,164.163,852.1,2266.44,2.30849e+6,1.12586,239863,3088.06,457.075,3161.05,726.334,727234,20.2676,28975.4,175.41,892.893,2376.37,2.42298e+6,1.1259,239863
2,104,3432.84,23.0199,909.044,323.501,324413,4.33306e-8,29037.8,41.4367,313.273,1178.08,1.21251e+6,2.40696e-9,207457,3307.1,23.3191,946.317,320.541,321432,4.32773e-8,28971.1,42.7451,329.372,1185.06,1.22062e+6,2.40399e-9,207457,3083.72,23.889,950.015,323.882,324770,4.32989e-8,28834.6,46.7805,344.77,1238.68,1.27789e+6,2.40517e-9,207457
3,104,3431.29,1.51013,227.114,91.25,91584,2.84931e-14,28984.8,15.4484,112.558,443.615,458316,1.58273e-15,175051,3305.57,1.52248,240.248,91.6637,91993.5,-3.96179e-15,28916.1,16.0686,119.472,450.39,465695,-2.20069e-16,175051,3082.2,1.54644,237.49,91.4011,91726.7,3.01936e-14,28774.1,17.6641,125.35,471.232,488094,1.67716e-15,175051
4,104,3430.88,0.168838,53.7602,22.6269,22719,-8.46208e-22,28965.4,5.62399,39.9204,159.215,164660,-4.70055e-23,142645,3305.16,0.170192,57.8279,23.0852,23177.4,7.10869e-23,28895.7,5.90234,42.7574,163.122,168841,3.94873e-24,142645,3081.8,0.168895,56.2357,22.6744,22764.3,-2.32446e-21,28751.6,6.50335,44.9845,171.087,177398,-1.29122e-22,142645
6,104,3430.76,0.00685848,3.01705,1.27343,1278.87,2.97567e-30,28956,0.716568,5.13843,20.3026,20998.1,1.65281e-31,190682,3305.04,0.00710976,3.35717,1.34318,1348.81,-5.27326e-30,28885.8,0.765599,5.60285,21.1768,21920.5,-2.92916e-31,190682,3081.68,0.00674242,3.15857,1.27702,1282.34,-2.13356e-29,28740.6,0.848096,5.92844,22.3361,23161,-1.18521e-30,190682
